GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25,AvgD
12/03/2023West HamAston Villa,West Ham,Aston Villa,12/03/2023,2.03,1.8,3.36,2.23,25.0,18.0,11.0,0.0,1.0,4.0,0.0,0.92,1.24,1.32,1.52,1.2,1.6,1.6,2.2,2.571428571428572,1.3333333333333333,1.6666666666666667,0.28,0.52,985.7161759679168,1066.940435246854,0.4838526096114401,0.978251686156514,1.0584513966649964,2.0,1.3333333333333333,0.0,
12/03/2023NewcastleWolves,Newcastle,Wolves,12/03/2023,2.15,1.72,5.47,1.67,25.0,6.0,13.0,0.0,1.0,2.0,0.0,1.4583333333333333,0.7307692307692307,0.7083333333333334,1.3461538461538465,0.4,0.8,1.2,1.0,2.111111111111111,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3846153846153846,1160.5981070715,1015.9863535280192,0.7747630988161153,0.81776351855197,0.820752034133478,1.6666666666666667,1.0,1.0,
15/03/2023BrightonCrystal Palace,Brighton,Crystal Palace,15/03/2023,1.89,1.92,7.58,1.46,25.0,7.0,12.0,2.0,0.0,2.0,1.0,1.875,0.8076923076923077,1.2916666666666667,1.2692307692307692,1.6,0.4,0.8,0.8,2.363636363636364,2.0,0.0,0.625,0.3846153846153846,1105.010324367988,1019.6423489844028,0.7097911550421941,1.14145118764534,0.7619522165955688,1.0,0.6666666666666666,0.0,
15/03/2023SouthamptonBrentford,Southampton,Brentford,15/03/2023,2.06,1.77,2.46,2.97,25.5,20.0,9.0,0.0,0.0,0.0,1.0,0.7692307692307693,1.6,1.5769230769230769,1.32,0.6,1.6,0.6,1.0,3.6666666666666665,0.3333333333333333,1.3333333333333333,0.5,0.52,940.0968752610338,1103.0729119589798,0.3693018404101322,0.9205887403997116,1.0765034736776142,0.3333333333333333,1.3333333333333333,0.0,
17/03/2023Nott'm ForestNewcastle,Nott'm Forest,Newcastle,17/03/2023,2.04,1.8,1.67,5.58,25.5,14.0,5.0,1.0,2.0,3.0,1.0,0.8076923076923077,1.48,1.807692307692308,0.72,0.8,0.8,2.4,1.4,2.0,1.0,0.6666666666666666,0.3846153846153846,0.36,988.2167296351012,1169.6075831188552,0.3449714196456855,0.9894162186102382,0.8499790298584166,3.0,1.6666666666666667,1.0,
18/03/2023Aston VillaBournemouth,Aston Villa,Bournemouth,18/03/2023,1.92,1.9,4.99,1.72,26.0,11.0,18.0,1.0,1.0,1.0,0.0,1.2307692307692308,0.9615384615384616,1.5,1.9615384615384612,1.4,1.2,1.6,1.6,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.5,0.4615384615384615,1066.2945396313114,963.366382202306,0.7301639397571408,1.0464180995680477,1.0735140281674216,0.3333333333333333,2.333333333333333,1.0,
18/03/2023BrentfordLeicester,Brentford,Leicester,18/03/2023,1.85,1.98,3.85,1.95,26.0,8.0,16.0,2.0,1.0,0.0,3.0,1.6153846153846154,1.4230769230769231,1.2692307692307692,1.7692307692307692,1.4,1.0,1.0,1.8,3.333333333333333,1.6666666666666667,0.3333333333333333,0.5,0.6153846153846154,1117.8449855753852,986.7948150445748,0.760848645285511,1.0661287553866945,1.196824294637488,1.0,1.6666666666666667,0.0,
18/03/2023SouthamptonTottenham,Southampton,Tottenham,18/03/2023,2.0,1.83,1.82,4.56,27.0,20.0,4.0,0.0,3.0,2.0,1.0,0.7407407407407407,1.8148148148148149,1.5925925925925926,1.3703703703703705,0.4,1.6,0.6,1.2,3.8461538461538463,0.3333333333333333,1.6666666666666667,0.4814814814814814,0.5185185185185185,925.3248016446286,1161.4117660803338,0.2776650497401428,0.911716638193844,1.1431943362603183,0.6666666666666666,0.6666666666666666,1.0,
18/03/2023WolvesLeeds,Wolves,Leeds,18/03/2023,2.27,1.65,3.41,2.28,26.5,13.0,19.0,1.0,2.0,2.0,2.0,0.7407407407407407,1.1923076923076923,1.3703703703703705,1.6153846153846154,0.6,0.6,1.2,1.2,2.4,0.6666666666666666,1.0,0.4074074074074074,0.5384615384615384,1006.976877480664,957.4721786897386,0.6655050279963789,0.8530852769788368,1.0342445498123751,1.3333333333333333,1.0,1.0,
18/03/2023ChelseaEverton,Chelsea,Everton,18/03/2023,2.08,1.76,7.62,1.49,26.5,10.0,15.0,3.0,1.0,1.0,0.0,1.0384615384615383,0.7407407407407407,1.0,1.4074074074074074,1.0,0.8,1.0,1.6,2.076923076923077,1.3333333333333333,1.0,0.3846153846153846,0.3703703703703703,1092.7266307818904,965.3265387749304,0.7570044999522,0.8252244810018545,0.9047062729397548,1.0,2.0,1.0,
19/03/2023ArsenalCrystal Palace,Arsenal,Crystal Palace,19/03/2023,1.73,2.14,12.83,1.26,27.0,1.0,12.0,3.0,0.0,0.0,1.0,2.2962962962962963,0.7777777777777778,0.925925925925926,1.2592592592592593,3.0,0.2,0.8,0.8,3.3076923076923075,3.333333333333333,0.0,0.6296296296296297,0.3703703703703703,1287.6235913402566,1008.0339951860904,0.8820928094036655,1.2110832629428514,0.7413761609724192,0.6666666666666666,1.0,1.0,
01/04/2023Man CityLiverpool,Man City,Liverpool,01/04/2023,1.65,2.27,5.19,1.64,26.5,2.0,6.0,1.0,0.0,0.0,1.0,2.4814814814814814,1.807692307692308,0.925925925925926,1.1153846153846154,2.2,2.2,0.6,0.2,3.230769230769231,2.333333333333333,3.0,0.6296296296296297,0.5769230769230769,1327.927355583047,1193.7520992112184,0.764106591715168,1.28725288316114,1.0843759099935597,0.3333333333333333,0.3333333333333333,1.0,
01/04/2023ArsenalLeeds,Arsenal,Leeds,01/04/2023,1.53,2.51,10.48,1.29,27.5,1.0,14.0,4.0,4.0,1.0,2.0,2.357142857142857,1.2962962962962965,0.9285714285714286,1.6296296296296295,3.0,1.4,0.6,1.2,3.0,3.333333333333333,2.0,0.6428571428571429,0.5555555555555556,1292.33987896411,984.0923798095936,0.898198626246032,1.2854133937131662,1.1231982126357645,1.0,1.6666666666666667,1.0,
01/04/2023BournemouthFulham,Bournemouth,Fulham,01/04/2023,2.04,1.8,2.84,2.56,27.0,19.0,9.0,0.0,0.0,3.0,3.0,0.925925925925926,1.4074074074074074,2.0,1.3703703703703705,1.0,1.2,2.0,1.4,2.6666666666666665,1.0,1.0,0.4814814814814814,0.6666666666666666,952.5729397925918,1048.8322986316264,0.4622815386790571,1.0771767845177298,0.9541037161945162,2.0,2.333333333333333,1.0,
01/04/2023BrightonBrentford,Brighton,Brentford,01/04/2023,1.76,2.09,5.05,1.67,26.0,7.0,8.0,1.0,1.0,0.0,1.0,1.84,1.5925925925925926,1.24,1.2592592592592593,1.6,1.4,0.8,1.0,1.6666666666666667,2.333333333333333,1.0,0.6,0.4814814814814814,1116.6186781663002,1107.4110397639647,0.6120543465153694,1.110626993402505,1.046244099059485,0.6666666666666666,0.6666666666666666,1.0,
01/04/2023Crystal PalaceLeicester,Crystal Palace,Leicester,01/04/2023,2.17,1.7,2.94,2.54,27.5,12.0,17.0,1.0,1.0,4.0,1.0,0.7857142857142857,1.4074074074074074,1.3571428571428572,1.7407407407407407,0.2,0.4,1.4,1.8,3.0,0.3333333333333333,0.6666666666666666,0.3928571428571428,0.5925925925925926,1003.317707562237,997.2287608559952,0.6077831272389161,0.7868780588858364,1.174502000390496,2.0,1.6666666666666667,1.0,
01/04/2023Nott'm ForestWolves,Nott'm Forest,Wolves,01/04/2023,2.38,1.59,2.61,2.96,27.5,16.0,13.0,1.0,2.0,2.0,4.0,0.8148148148148148,0.7857142857142857,1.8148148148148149,1.4642857142857142,1.0,1.0,2.4,1.8,1.0,1.3333333333333333,1.3333333333333333,0.4074074074074074,0.4285714285714285,974.4178728492736,980.3566763608088,0.5911607403680245,1.0105353844818532,0.9264577304297535,2.333333333333333,2.0,0.0,
01/04/2023ChelseaAston Villa,Chelsea,Aston Villa,01/04/2023,1.93,1.89,5.4,1.68,27.0,10.0,11.0,2.0,3.0,2.0,0.0,1.0740740740740742,1.2962962962962965,1.037037037037037,1.4444444444444444,1.2,1.8,1.2,1.0,2.857142857142857,2.0,1.6666666666666667,0.4074074074074074,0.5185185185185185,1082.4464507838024,1077.0879820410255,0.6067802818873498,0.8723897467339623,1.0499884064654927,1.0,0.3333333333333333,0.0,
02/04/2023West HamSouthampton,West Ham,Southampton,02/04/2023,2.05,1.79,4.87,1.76,27.0,19.0,20.0,1.0,3.0,1.0,3.0,0.9230769230769232,0.8214285714285714,1.3076923076923077,1.6428571428571428,1.2,0.8,1.6,1.2,2.769230769230769,1.6666666666666667,1.0,0.2692307692307692,0.5,986.3620715834592,934.2181996550228,0.6688784102967754,0.9671301616234058,0.971099835777904,1.6666666666666667,1.6666666666666667,0.0,
02/04/2023NewcastleMan United,Newcastle,Man United,02/04/2023,1.9,1.91,2.96,2.41,26.0,5.0,3.0,2.0,0.0,1.0,0.0,1.5,1.5769230769230769,0.7307692307692307,1.3461538461538465,1.0,1.4,1.4,1.8,3.1818181818181817,1.3333333333333333,1.0,0.3846153846153846,0.6153846153846154,1183.4064399046829,1181.5098914683106,0.6020154206911923,0.8681218981289495,1.0958420629934065,1.3333333333333333,2.333333333333333,0.0,
03/04/2023EvertonTottenham,Everton,Tottenham,03/04/2023,2.06,1.74,2.21,3.41,28.0,18.0,5.0,2.0,3.0,2.0,3.0,0.7857142857142857,1.8571428571428568,1.4285714285714286,1.4285714285714286,1.0,2.0,2.0,1.0,3.1538461538461537,1.6666666666666667,2.0,0.3928571428571428,0.5357142857142857,975.6067187730184,1152.5183680699397,0.3508208726651947,0.9564142781614424,1.2176544615922544,1.3333333333333333,1.6666666666666667,0.0,
04/04/2023BournemouthBrighton,Bournemouth,Brighton,04/04/2023,1.8,2.04,1.57,5.94,27.0,17.0,6.0,2.0,3.0,1.0,3.0,0.9642857142857144,1.8846153846153848,1.9642857142857144,1.3076923076923077,1.2,2.0,2.2,1.2,3.0,1.0,2.0,0.5,0.6153846153846154,974.0816782454295,1112.1365043056855,0.4032948748263457,1.086204190237322,1.1697916311294636,1.3333333333333333,1.6666666666666667,0.0,
04/04/2023LeedsNott'm Forest,Leeds,Nott'm Forest,04/04/2023,1.96,1.88,5.05,1.73,28.0,18.0,16.0,1.0,1.0,4.0,1.0,1.2857142857142858,0.8214285714285714,1.7142857142857142,1.7857142857142858,1.6,1.0,1.8,2.4,1.0,2.333333333333333,1.0,0.5714285714285714,0.3928571428571428,980.0203248594348,970.7714432345527,0.6121107177582429,1.1448342861512475,1.0031838176293195,2.6666666666666665,2.0,1.0,
04/04/2023LeicesterAston Villa,Leicester,Aston Villa,04/04/2023,1.94,1.89,2.79,2.58,28.0,19.0,9.0,1.0,2.0,2.0,0.0,1.3928571428571428,1.3214285714285714,1.75,1.3928571428571428,0.6,1.8,1.6,0.2,3.142857142857143,1.0,2.0,0.6071428571428571,0.5,981.540085945552,1101.3591933165196,0.428791909061812,1.1920275968066498,1.0433400523081735,2.0,0.3333333333333333,1.0,
04/04/2023ChelseaLiverpool,Chelsea,Liverpool,04/04/2023,1.91,1.92,3.28,2.25,27.5,11.0,8.0,0.0,1.0,2.0,4.0,1.0357142857142858,1.7777777777777777,1.0714285714285714,1.2222222222222223,1.2,2.0,1.4,1.0,2.4615384615384617,1.6666666666666667,2.6666666666666665,0.3928571428571428,0.5925925925925926,1058.1752395083086,1184.3163628798252,0.4199023457969626,0.866865918124249,1.1078419278729184,1.6666666666666667,1.6666666666666667,0.0,
05/04/2023Man UnitedBrentford,Man United,Brentford,05/04/2023,1.71,2.16,5.07,1.65,27.5,5.0,9.0,0.0,3.0,2.0,3.0,1.5185185185185186,1.6428571428571428,1.3703703703703705,1.3214285714285714,1.0,1.8,1.8,1.4,3.6666666666666665,0.0,2.0,0.5925925925925926,0.5,1165.5905082959582,1111.8932136245794,0.6708559344173098,1.0871264383730894,1.101978970859408,3.0,1.3333333333333333,0.0,
05/04/2023West HamNewcastle,West Ham,Newcastle,05/04/2023,2.14,1.73,2.15,3.53,27.0,15.0,3.0,1.0,2.0,0.0,0.0,0.925925925925926,1.5185185185185186,1.2592592592592593,0.7037037037037037,1.2,1.2,1.4,1.2,3.5454545454545454,0.6666666666666666,2.0,0.2592592592592592,0.3703703703703703,999.6069351715882,1199.325823077035,0.3215359919716096,0.9393688583431702,0.8612174135829729,1.6666666666666667,0.6666666666666666,1.0,
08/04/2023Man UnitedEverton,Man United,Everton,08/04/2023,1.83,1.99,6.75,1.5,28.5,4.0,16.0,1.0,1.0,0.0,1.0,1.5,0.7931034482758621,1.3214285714285714,1.4137931034482758,0.8,1.2,1.8,1.8,2.8461538461538463,0.3333333333333333,1.3333333333333333,0.5714285714285714,0.3793103448275862,1178.7562709192655,981.5738838664104,0.8231775009623004,1.050919283116302,0.9414436060851838,0.6666666666666666,1.0,0.0,
08/04/2023Aston VillaNott'm Forest,Aston Villa,Nott'm Forest,08/04/2023,1.91,1.91,5.55,1.62,29.0,7.0,17.0,2.0,1.0,1.0,2.0,1.3448275862068966,0.8275862068965517,1.3793103448275863,1.793103448275862,1.8,1.2,0.4,2.0,2.0,2.333333333333333,1.0,0.5172413793103449,0.4137931034482758,1118.510869678992,955.2558719448824,0.7929374963520137,1.04150745483635,1.0054339585837393,0.3333333333333333,1.6666666666666667,0.0,
08/04/2023BrentfordNewcastle,Brentford,Newcastle,08/04/2023,2.0,1.83,2.1,3.57,28.5,9.0,3.0,0.0,5.0,1.0,1.0,1.5862068965517242,1.6428571428571428,1.3103448275862069,0.7142857142857143,1.2,2.2,1.2,1.0,4.666666666666667,1.3333333333333333,3.0,0.4827586206896552,0.3928571428571428,1098.727451001272,1212.1872627558994,0.4377804786112818,1.065277146417228,0.94590188908408,1.6666666666666667,0.6666666666666666,1.0,
08/04/2023FulhamWest Ham,Fulham,West Ham,08/04/2023,2.17,1.7,2.66,2.79,28.0,10.0,15.0,1.0,1.0,2.0,5.0,1.3928571428571428,0.9285714285714286,1.3928571428571428,1.3928571428571428,1.0,1.4,1.8,2.0,2.2,1.0,1.0,0.6785714285714286,0.2857142857142857,1027.3235601787887,986.745495492724,0.6539705671023117,0.9620996937057796,1.0317380531785474,2.6666666666666665,2.0,0.0,
08/04/2023LeicesterBournemouth,Leicester,Bournemouth,08/04/2023,1.85,1.97,4.11,1.88,29.0,19.0,18.0,1.0,0.0,2.0,2.0,1.3793103448275863,0.9310344827586208,1.7586206896551724,1.9655172413793105,0.8,1.0,1.8,1.8,2.7777777777777777,1.0,0.6666666666666666,0.6206896551724138,0.4827586206896552,964.3884095830796,957.9498832523756,0.6082627307873099,1.1899338338427734,1.066088104649371,1.6666666666666667,2.0,0.0,
08/04/2023TottenhamBrighton,Tottenham,Brighton,08/04/2023,1.81,2.01,2.69,2.56,28.0,5.0,6.0,1.0,2.0,1.0,0.0,1.827586206896552,1.8888888888888888,1.4137931034482758,1.2592592592592593,1.8,2.4,1.2,1.0,2.0,2.333333333333333,2.0,0.5172413793103449,0.5925925925925926,1146.5512029765473,1128.2682992987393,0.6243837716064794,1.1985946189456835,1.1481275381501064,1.6666666666666667,1.0,1.0,
08/04/2023WolvesChelsea,Wolves,Chelsea,08/04/2023,2.16,1.7,1.95,4.14,29.0,14.0,11.0,1.0,0.0,1.0,0.0,0.7931034482758621,1.0,1.4482758620689655,1.0344827586206895,1.0,1.2,1.8,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.4137931034482758,0.3793103448275862,984.0031059755296,1061.37914567643,0.4893866200605968,0.9197178220149748,0.8235226222180365,2.333333333333333,1.3333333333333333,0.0,
08/04/2023SouthamptonMan City,Southampton,Man City,08/04/2023,1.6,2.35,1.25,12.48,28.5,20.0,2.0,0.0,4.0,1.0,1.0,0.7931034482758621,2.5357142857142856,1.6206896551724137,0.9285714285714286,0.8,2.4,1.2,0.6,2.923076923076923,1.0,2.333333333333333,0.4827586206896552,0.6428571428571429,920.973336066894,1337.3630919144402,0.1198364632399257,0.9432245836906724,1.3151091817870424,2.0,0.3333333333333333,1.0,
09/04/2023LeedsCrystal Palace,Leeds,Crystal Palace,09/04/2023,2.14,1.72,3.59,2.11,29.0,16.0,14.0,2.0,2.0,1.0,1.0,1.3103448275862069,0.8275862068965517,1.6896551724137931,1.3448275862068966,1.8,0.6,2.0,1.6,2.2,2.333333333333333,1.0,0.5862068965517241,0.4137931034482758,995.5358961491052,1019.0063824726803,0.5665638803450184,1.14740214905735,0.7986196372604791,2.333333333333333,2.0,1.0,
09/04/2023LiverpoolArsenal,Liverpool,Arsenal,09/04/2023,1.64,2.28,2.41,2.79,28.5,8.0,1.0,0.0,4.0,0.0,1.0,1.7142857142857142,2.413793103448276,1.1785714285714286,0.9310344827586208,2.0,3.6,1.0,0.8,4.153846153846154,0.3333333333333333,3.6666666666666665,0.5714285714285714,0.6551724137931034,1181.1124567117038,1296.4119339142685,0.4351757244395426,1.0524498314792723,1.3101742047359164,1.6666666666666667,0.6666666666666666,1.0,
15/04/2023Aston VillaNewcastle,Aston Villa,Newcastle,15/04/2023,2.01,1.83,2.13,3.61,29.5,6.0,3.0,2.0,2.0,0.0,1.0,1.3666666666666667,1.6551724137931034,1.3333333333333333,0.7241379310344828,2.0,2.6,0.4,0.8,2.142857142857143,2.0,3.0,0.5,0.4137931034482758,1126.7933698249117,1229.6984819003503,0.4527868155930444,1.029215898483969,0.9549301656904436,0.3333333333333333,0.6666666666666666,1.0,
15/04/2023ChelseaBrighton,Chelsea,Brighton,15/04/2023,1.91,1.91,2.68,2.67,29.0,11.0,7.0,0.0,1.0,1.0,2.0,0.9666666666666668,1.8571428571428568,1.0333333333333334,1.2857142857142858,1.0,1.8,1.2,1.4,2.636363636363636,0.0,2.0,0.3666666666666666,0.6071428571428571,1040.9546104788535,1113.2436501629984,0.4967058547539209,0.8040922913093996,1.1407797874466614,1.0,1.6666666666666667,1.0,
15/04/2023EvertonFulham,Everton,Fulham,15/04/2023,2.21,1.69,3.78,2.07,29.5,17.0,10.0,0.0,0.0,2.0,1.0,0.7666666666666667,1.3448275862068966,1.4333333333333331,1.3793103448275863,1.2,0.8,1.4,2.0,2.4,1.0,0.3333333333333333,0.3666666666666666,0.6551724137931034,974.5009839049025,1001.1647374946964,0.5620444424534548,0.9324333403757236,0.9333794743089128,1.6666666666666667,2.0,1.0,
15/04/2023SouthamptonCrystal Palace,Southampton,Crystal Palace,15/04/2023,2.28,1.64,2.68,2.82,30.0,20.0,12.0,1.0,5.0,4.0,1.0,0.8,0.9666666666666668,1.7,1.3333333333333333,0.8,1.6,2.0,1.6,2.4615384615384617,1.3333333333333333,2.6666666666666665,0.5,0.4333333333333333,916.1798775372968,1041.668937686481,0.4208169325247045,0.9721026684923086,0.8632727370105027,2.6666666666666665,2.0,0.0,
15/04/2023TottenhamBournemouth,Tottenham,Bournemouth,15/04/2023,1.69,2.2,6.83,1.47,30.0,5.0,15.0,2.0,1.0,1.0,0.0,1.8333333333333333,0.9333333333333332,1.4,1.9,1.8,0.8,1.4,1.2,2.888888888888889,2.0,1.0,0.5333333333333333,0.4666666666666667,1161.5758521122882,982.280392483868,0.8076885017925189,1.1909238905972517,1.0295913566421888,1.6666666666666667,1.0,1.0,
15/04/2023WolvesBrentford,Wolves,Brentford,15/04/2023,2.24,1.67,3.0,2.52,30.0,13.0,9.0,1.0,1.0,0.0,2.0,0.8,1.5666666666666669,1.4,1.3333333333333333,1.2,1.4,1.4,1.4,2.333333333333333,1.3333333333333333,1.3333333333333333,0.4,0.5,1004.4276411731058,1081.2162318568207,0.4902316757588587,0.8980178454239367,1.075444814809988,1.6666666666666667,2.0,0.0,
15/04/2023Man CityLeicester,Man City,Leicester,15/04/2023,1.34,3.24,17.32,1.16,29.5,2.0,19.0,4.0,0.0,1.0,1.0,2.586206896551724,1.3333333333333333,0.9310344827586208,1.7333333333333334,3.0,0.8,0.6,1.8,3.5384615384615383,3.0,0.6666666666666666,0.6551724137931034,0.6,1342.1565504440373,940.0579003515873,0.9380582886581876,1.355373011983724,1.1491973177053352,0.6666666666666666,1.6666666666666667,1.0,
16/04/2023West HamArsenal,West Ham,Arsenal,16/04/2023,1.8,2.04,1.57,5.92,29.5,15.0,1.0,1.0,2.0,0.0,2.0,0.9310344827586208,2.4,1.3448275862068966,0.9666666666666668,0.8,3.2,2.0,1.2,3.230769230769231,1.0,3.333333333333333,0.2758620689655172,0.6666666666666666,1012.9043181768164,1293.81896289185,0.2289724717258576,1.000939017027471,1.320678618932383,1.6666666666666667,1.3333333333333333,1.0,
16/04/2023Nott'm ForestMan United,Nott'm Forest,Man United,16/04/2023,1.78,2.05,1.69,5.0,29.5,18.0,4.0,0.0,2.0,2.0,0.0,0.8,1.5172413793103448,1.8,1.2758620689655171,0.8,0.6,2.0,1.8,3.0,0.6666666666666666,1.0,0.4,0.5517241379310345,946.973371798963,1185.8291708807735,0.2744796268125573,0.993568130736668,1.040861259546044,1.6666666666666667,0.6666666666666666,0.0,
17/04/2023LeedsLiverpool,Leeds,Liverpool,17/04/2023,1.57,2.4,1.73,4.35,29.5,16.0,8.0,1.0,2.0,5.0,2.0,1.3,1.7241379310344829,1.8,1.206896551724138,2.0,2.0,2.8,1.4,4.2,1.3333333333333333,1.0,0.6,0.5862068965517241,972.8733409353046,1183.7054277341222,0.3077424877921269,1.2402913069684527,1.060887922315512,3.333333333333333,2.0,1.0,
21/04/2023ArsenalSouthampton,Arsenal,Southampton,21/04/2023,1.51,2.58,14.72,1.2,31.0,1.0,20.0,2.0,0.0,2.0,2.0,2.3870967741935485,0.7741935483870968,1.0,1.7096774193548387,3.0,0.8,1.2,2.4,2.8461538461538463,2.6666666666666665,0.3333333333333333,0.6774193548387096,0.4838709677419355,1282.9778617608845,899.3472002363087,0.931585806851338,1.334569637097628,0.9698328336183218,1.6666666666666667,2.333333333333333,1.0,
22/04/2023FulhamLeeds,Fulham,Leeds,22/04/2023,1.88,1.94,3.01,2.38,30.5,10.0,16.0,3.0,1.0,1.0,6.0,1.4,1.2903225806451613,1.3666666666666667,1.935483870967742,1.2,1.8,2.0,3.6,5.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6129032258064516,1023.6465151928344,960.5636414236196,0.6826737400818077,0.9725075184990732,1.310241671237132,1.3333333333333333,4.0,1.0,
22/04/2023BrentfordAston Villa,Brentford,Aston Villa,22/04/2023,1.97,1.85,2.84,2.53,31.0,9.0,6.0,0.0,3.0,2.0,0.0,1.5161290322580645,1.4193548387096775,1.3548387096774193,1.2903225806451613,1.0,2.4,1.8,0.2,3.0,0.3333333333333333,2.333333333333333,0.4838709677419355,0.5161290322580645,1060.8254988871752,1148.6818972011897,0.4743251792444346,1.0662151187458884,1.0405869232631706,1.6666666666666667,0.3333333333333333,0.0,
22/04/2023Crystal PalaceEverton,Crystal Palace,Everton,22/04/2023,2.34,1.6,3.83,2.11,31.0,12.0,17.0,2.0,1.0,0.0,3.0,1.0,0.7741935483870968,1.2903225806451613,1.4838709677419355,2.0,1.0,1.4,1.6,2.6153846153846154,3.0,0.6666666666666666,0.4193548387096774,0.3870967741935484,1058.501614987469,952.0192062067642,0.7341760122667343,0.8612570172437135,0.971521721844165,0.6666666666666666,2.0,0.0,
22/04/2023LeicesterWolves,Leicester,Wolves,22/04/2023,2.14,1.72,3.05,2.45,31.0,19.0,13.0,1.0,2.0,3.0,0.0,1.3225806451612905,0.8387096774193549,1.7741935483870968,1.3548387096774193,0.8,1.4,1.8,1.4,2.0,0.6666666666666666,1.3333333333333333,0.6129032258064516,0.3870967741935484,937.5802318979146,1024.8183741427515,0.4752126553479394,1.1507617936747967,0.8903108653360138,2.0,0.3333333333333333,1.0,
22/04/2023LiverpoolNott'm Forest,Liverpool,Nott'm Forest,22/04/2023,1.45,2.78,16.06,1.18,30.5,8.0,18.0,6.0,0.0,1.0,2.0,1.8666666666666667,0.7741935483870968,1.2,1.8064516129032255,1.8,0.6,1.6,1.8,1.0,2.6666666666666665,0.3333333333333333,0.6,0.3870967741935484,1196.0151272458072,935.9941867264606,0.8698635952974445,1.1207202344483744,0.9823194377021368,1.0,2.0,1.0,
23/04/2023BournemouthWest Ham,Bournemouth,West Ham,23/04/2023,2.12,1.73,2.61,2.83,30.5,14.0,15.0,3.0,2.0,2.0,2.0,1.0,0.9666666666666668,1.903225806451613,1.3666666666666667,1.2,1.2,1.6,1.6,3.2222222222222223,1.3333333333333333,1.3333333333333333,0.4838709677419355,0.3,1014.5879325555688,1023.745419307782,0.5866752096765414,1.0620802109649574,1.011466984898315,1.3333333333333333,2.333333333333333,1.0,
23/04/2023NewcastleTottenham,Newcastle,Tottenham,23/04/2023,1.83,2.0,4.22,1.85,30.5,4.0,5.0,0.0,2.0,3.0,3.0,1.6,1.8387096774193548,0.8,1.4516129032258065,2.2,2.2,1.2,1.8,2.909090909090909,2.333333333333333,1.6666666666666667,0.4333333333333333,0.5483870967741935,1207.8099545240725,1129.2683120405875,0.7016305352350346,0.9654804638275668,1.2285036085518628,1.6666666666666667,1.6666666666666667,1.0,
25/04/2023WolvesCrystal Palace,Wolves,Crystal Palace,25/04/2023,2.46,1.56,3.09,2.52,32.0,14.0,12.0,1.0,0.0,2.0,0.0,0.84375,0.96875,1.375,1.25,1.4,2.0,1.4,1.2,1.8888888888888888,1.3333333333333333,2.333333333333333,0.40625,0.40625,1003.8268803566692,1049.1345744968,0.5354753763765194,0.8979346964643243,0.8181941663815278,0.6666666666666666,0.3333333333333333,0.0,
25/04/2023Aston VillaFulham,Aston Villa,Fulham,25/04/2023,1.81,2.03,4.43,1.8,31.5,6.0,9.0,1.0,2.0,1.0,1.0,1.40625,1.4193548387096775,1.28125,1.3548387096774193,2.0,1.2,0.4,1.6,3.333333333333333,2.0,1.6666666666666667,0.5,0.6774193548387096,1147.6549043709672,1036.3395655895622,0.7395700318514434,1.0260734585546374,0.9696752212993198,0.3333333333333333,1.0,0.0,
25/04/2023LeedsLeicester,Leeds,Leicester,25/04/2023,1.75,2.11,2.98,2.37,32.0,16.0,17.0,1.0,2.0,2.0,1.0,1.28125,1.34375,1.9375,1.75,1.2,1.0,3.6,1.8,2.8,1.0,1.0,0.625,0.625,947.8705910268918,958.571725683997,0.5845188316608044,1.3064257687933416,1.1606158951189898,4.333333333333333,1.6666666666666667,0.0,
26/04/2023Nott'm ForestBrighton,Nott'm Forest,Brighton,26/04/2023,1.74,2.11,1.54,6.08,30.5,19.0,8.0,2.0,2.0,3.0,1.0,0.8125,1.862068965517241,1.84375,1.2758620689655171,0.8,1.8,2.0,1.2,0.0,0.6666666666666666,1.6666666666666667,0.40625,0.6206896551724138,930.7887305383584,1133.1118843531551,0.318274405093728,1.0224318003524733,1.158359098297422,2.333333333333333,1.0,1.0,
26/04/2023ChelseaBrentford,Chelsea,Brentford,26/04/2023,1.95,1.87,5.02,1.71,31.5,11.0,10.0,1.0,1.0,2.0,1.0,0.967741935483871,1.5,1.064516129032258,1.34375,0.6,1.0,1.4,1.8,2.0,0.3333333333333333,0.6666666666666666,0.3870967741935484,0.46875,1021.0863762886968,1061.8524917173977,0.5419719367211985,0.8164832790330396,1.051344207770862,1.0,1.6666666666666667,0.0,
