GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25,AvgD
02/10/2022LeedsAston Villa,Leeds,Aston Villa,02/10/2022,1.82,2.01,3.03,2.36,6.5,13.0,14.0,2.0,1.0,5.0,0.0,1.6666666666666667,0.8571428571428571,1.6666666666666667,1.4285714285714286,1.6,0.8,1.8,1.4,3.25,1.0,1.0,0.6666666666666666,0.4285714285714285,1014.1891882188386,1000.1788029297504,0.6185982269479043,1.2029566727022112,0.976217650685846,2.333333333333333,1.0,0.0,
03/10/2022LeicesterNott'm Forest,Leicester,Nott'm Forest,03/10/2022,1.67,2.22,4.41,1.76,7.0,20.0,19.0,2.0,2.0,6.0,3.0,1.4285714285714286,0.8571428571428571,3.142857142857143,2.4285714285714284,1.2,1.0,3.2,3.0,0.0,1.3333333333333333,1.3333333333333333,0.8571428571428571,0.4285714285714285,983.1099171725584,943.0089402110692,0.6533488274115534,1.3667760814277203,1.0665754350665988,4.0,4.0,1.0,
08/10/2022BournemouthLeicester,Bournemouth,Leicester,08/10/2022,1.84,1.99,2.09,3.53,8.0,13.0,19.0,0.0,4.0,0.0,0.0,0.75,1.75,2.375,2.75,0.8,1.8,2.4,2.8,2.75,1.3333333333333333,2.6666666666666665,0.5,0.875,966.393468100272,996.9759640760964,0.5564842101596507,1.15065125239637,1.3734436926269096,1.0,3.6666666666666665,1.0,
08/10/2022ChelseaWolves,Chelsea,Wolves,08/10/2022,1.84,1.99,8.5,1.4,7.5,5.0,18.0,2.0,0.0,1.0,2.0,1.4285714285714286,0.375,1.4285714285714286,1.125,1.4,0.4,1.6,1.2,2.625,1.6666666666666667,0.3333333333333333,0.8571428571428571,0.25,1170.7689928820776,974.8881278981164,0.822084327588385,1.0882727531000391,0.7795659148638847,1.3333333333333333,1.6666666666666667,1.0,
08/10/2022Man CitySouthampton,Man City,Southampton,08/10/2022,1.25,3.9,21.15,1.12,8.0,2.0,16.0,6.0,1.0,3.0,2.0,3.625,1.0,1.125,1.625,4.0,0.6,1.2,1.2,2.833333333333333,3.333333333333333,0.3333333333333333,0.75,0.625,1359.0097472709454,936.2745790357432,0.9446120175561298,1.5980174341975515,1.117634190773924,1.3333333333333333,1.3333333333333333,1.0,
08/10/2022NewcastleBrentford,Newcastle,Brentford,08/10/2022,1.77,2.08,4.38,1.8,8.0,7.0,10.0,4.0,0.0,1.0,0.0,1.5,1.875,1.0,1.5,1.4,1.4,1.0,1.4,4.0,1.6666666666666667,1.6666666666666667,0.375,0.625,1125.7108455381208,1027.766941096835,0.7244737905620051,0.9712796131182516,1.131032929804543,0.6666666666666666,1.6666666666666667,1.0,
08/10/2022BrightonTottenham,Brighton,Tottenham,08/10/2022,1.86,1.98,2.58,2.76,7.5,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.375,1.1428571428571428,1.25,2.4,2.4,1.4,1.4,2.1,3.0,3.0,0.5714285714285714,0.625,1131.05078877627,1212.5748408059349,0.48342163524668,0.9965566441118968,1.2050504731867202,2.333333333333333,2.0,0.0,
09/10/2022Crystal PalaceLeeds,Crystal Palace,Leeds,09/10/2022,1.85,1.99,3.57,2.07,7.0,17.0,13.0,1.0,0.0,2.0,0.0,1.1428571428571428,1.4285714285714286,1.5714285714285714,1.4285714285714286,1.4,1.2,1.6,1.4,2.0,0.6666666666666666,1.0,0.4285714285714285,0.5714285714285714,1048.7443379860863,1009.4452591409224,0.6523026160241863,0.9274018280377468,1.1428088390671003,1.0,2.0,1.0,
09/10/2022West HamFulham,West Ham,Fulham,09/10/2022,1.8,2.04,4.56,1.78,8.0,15.0,9.0,2.0,1.0,0.0,4.0,0.625,1.625,1.125,1.875,1.0,1.6,0.8,2.2,1.75,1.0,1.6666666666666667,0.125,0.875,1026.734112866235,966.3075875925864,0.6793519951322424,0.9541846280348882,1.018362544622382,1.0,2.6666666666666665,1.0,
09/10/2022ArsenalLiverpool,Arsenal,Liverpool,09/10/2022,1.6,2.38,2.62,2.58,7.5,2.0,10.0,3.0,3.0,1.0,3.0,2.5,2.571428571428572,1.0,1.2857142857142858,2.2,3.0,1.2,1.2,4.083333333333333,2.333333333333333,1.6666666666666667,0.875,0.7142857142857143,1223.6576447693965,1281.3484836813896,0.5177068988999328,1.184465590148048,1.2501425808486852,1.3333333333333333,1.3333333333333333,1.0,
09/10/2022EvertonMan United,Everton,Man United,09/10/2022,1.85,1.99,2.09,3.56,7.5,11.0,7.0,2.0,3.0,1.0,6.0,0.875,1.5714285714285714,0.875,2.0,1.0,2.0,0.6,1.6,2.833333333333333,1.0,2.333333333333333,0.25,0.7142857142857143,1029.4866251228796,1130.8198378749232,0.4550297334083907,0.94648980208796,1.151110764221738,0.3333333333333333,2.333333333333333,1.0,
10/10/2022Nott'm ForestAston Villa,Nott'm Forest,Aston Villa,10/10/2022,2.01,1.83,2.19,3.35,8.0,20.0,16.0,0.0,0.0,4.0,0.0,0.75,0.75,2.625,1.25,0.8,0.6,3.6,0.8,0.0,1.3333333333333333,0.6666666666666666,0.5,0.375,929.1428933075314,1004.9227320076666,0.4916829107095957,1.0717785626397722,0.9274067681515537,3.333333333333333,0.3333333333333333,0.0,
14/10/2022BrentfordBrighton,Brentford,Brighton,14/10/2022,1.93,1.89,2.3,3.21,8.5,11.0,7.0,1.0,0.0,5.0,1.0,1.7777777777777777,1.75,1.8888888888888888,1.125,1.4,2.0,2.2,1.6,1.5,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.5,1016.7458927193152,1111.7139233664027,0.4641298435637492,1.1980296399144768,0.963325627097877,2.6666666666666665,2.0,0.0,
15/10/2022LeicesterCrystal Palace,Leicester,Crystal Palace,15/10/2022,1.85,1.98,3.12,2.31,8.5,20.0,15.0,1.0,2.0,2.0,1.0,1.6666666666666667,1.25,2.6666666666666665,1.5,1.8,1.2,2.8,1.6,3.25,2.333333333333333,1.0,0.8888888888888888,0.5,979.2353324824824,1062.652233345119,0.4807011198663371,1.3569158913393815,0.9335339556850044,2.6666666666666665,1.0,0.0,
15/10/2022FulhamBournemouth,Fulham,Bournemouth,15/10/2022,1.9,1.92,4.13,1.89,9.0,10.0,9.0,1.0,2.0,3.0,1.0,1.5555555555555556,0.8888888888888888,2.0,2.2222222222222223,1.6,1.2,2.4,0.8,2.0,1.6666666666666667,1.0,0.8888888888888888,0.5555555555555556,953.481667397876,984.134099693886,0.5563848458826482,1.051285633912176,1.1368044996296234,3.0,0.6666666666666666,1.0,
15/10/2022WolvesNott'm Forest,Wolves,Nott'm Forest,15/10/2022,2.02,1.82,5.13,1.72,9.0,18.0,19.0,0.0,1.0,3.0,1.0,0.3333333333333333,0.7777777777777778,1.3333333333333333,2.4444444444444446,0.2,1.0,1.6,3.4,0.0,0.0,1.0,0.3333333333333333,0.4444444444444444,967.7715010016518,929.4755768791476,0.6509917597391135,0.7957208564723423,1.061320654653049,2.6666666666666665,2.6666666666666665,0.0,
15/10/2022TottenhamEverton,Tottenham,Everton,15/10/2022,1.76,2.08,6.81,1.49,9.0,3.0,12.0,1.0,1.0,0.0,2.0,2.2222222222222223,0.8888888888888888,1.1111111111111112,1.0,2.2,1.0,1.4,0.8,3.25,2.6666666666666665,1.3333333333333333,0.5555555555555556,0.3333333333333333,1231.911706215802,1011.285435786544,0.841972634378068,1.1648670545984996,0.9512888798146436,1.6666666666666667,1.0,0.0,
16/10/2022Aston VillaChelsea,Aston Villa,Chelsea,16/10/2022,1.98,1.83,1.82,4.54,8.5,16.0,4.0,1.0,3.0,1.0,0.0,0.7777777777777778,1.625,1.2222222222222223,1.25,0.8,2.0,0.8,1.0,3.0,0.6666666666666666,2.333333333333333,0.3333333333333333,0.875,1004.5900484360504,1177.8856197785422,0.3555761782481613,0.9183575718103748,1.1108250253905436,0.3333333333333333,0.6666666666666666,0.0,
16/10/2022LeedsArsenal,Leeds,Arsenal,16/10/2022,1.62,2.31,1.56,5.83,8.5,15.0,1.0,1.0,3.0,2.0,2.0,1.375,2.555555555555556,1.5,1.1111111111111112,0.8,2.4,1.8,1.4,3.5,1.0,3.0,0.625,0.8888888888888888,995.53736378189,1242.9493688133991,0.2647809512411766,1.150365271959196,1.2052331865070711,2.333333333333333,1.0,0.0,
16/10/2022Man UnitedNewcastle,Man United,Newcastle,16/10/2022,1.7,2.18,3.65,2.0,8.5,5.0,6.0,2.0,5.0,1.0,1.0,1.625,1.8888888888888888,1.875,1.0,2.0,2.2,1.6,1.0,3.5,2.6666666666666665,3.333333333333333,0.75,0.4444444444444444,1149.0210272112588,1136.7318939156405,0.6162577809840878,1.1569473511742183,1.0288133391142025,2.6666666666666665,1.0,0.0,
16/10/2022SouthamptonWest Ham,Southampton,West Ham,16/10/2022,1.93,1.9,2.44,2.96,9.0,18.0,13.0,0.0,3.0,4.0,1.0,0.8888888888888888,0.8888888888888888,1.8888888888888888,1.1111111111111112,0.6,1.4,1.8,1.0,2.833333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.2222222222222222,934.0590597379884,1039.5600330609452,0.4490870591692162,1.1118145132806867,0.9850328813152466,2.333333333333333,0.6666666666666666,0.0,
16/10/2022LiverpoolMan City,Liverpool,Man City,16/10/2022,1.46,2.7,1.91,3.74,8.5,11.0,2.0,2.0,4.0,3.0,0.0,2.5,3.6666666666666665,1.5,1.0,3.2,4.0,1.4,0.8,3.4166666666666665,1.6666666666666667,4.333333333333333,0.75,0.7777777777777778,1262.056759637387,1361.2252665687,0.458121487756591,1.2720617119118744,1.5896963339910877,2.0,1.0,0.0,
18/10/2022BrightonNott'm Forest,Brighton,Nott'm Forest,18/10/2022,1.76,2.09,8.19,1.4,9.5,7.0,20.0,0.0,0.0,2.0,1.0,1.5555555555555556,0.7,1.2222222222222223,2.3,1.8,1.0,2.0,2.4,0.0,1.0,0.3333333333333333,0.4444444444444444,0.4,1090.2791171089527,915.515247268712,0.8036040810554219,0.9485475013172104,1.033389064278318,2.0,2.0,0.0,
18/10/2022Crystal PalaceWolves,Crystal Palace,Wolves,18/10/2022,2.43,1.57,3.46,2.29,9.5,13.0,17.0,0.0,1.0,0.0,0.0,1.1111111111111112,0.4,1.3333333333333333,1.2,0.8,0.4,0.8,1.6,1.75,1.0,0.3333333333333333,0.4444444444444444,0.3,1061.8802781397724,981.7318306120872,0.7035632575095063,0.8868572579007542,0.7747792598698703,1.0,1.6666666666666667,1.0,
19/10/2022BournemouthSouthampton,Bournemouth,Southampton,19/10/2022,2.05,1.78,2.69,2.72,10.0,11.0,18.0,2.0,1.0,2.0,1.0,1.0,0.9,2.2,1.8,1.6,0.4,1.2,1.8,2.625,1.3333333333333333,0.6666666666666666,0.6,0.6,986.3894935291918,936.09557737122,0.6665155972797542,1.156061576294217,1.096831569101663,1.0,2.333333333333333,0.0,
19/10/2022BrentfordChelsea,Brentford,Chelsea,19/10/2022,1.84,1.99,1.74,4.79,9.5,9.0,4.0,2.0,2.0,0.0,0.0,1.8,1.6666666666666667,1.7,1.1111111111111112,1.6,2.0,2.0,0.8,3.0,1.0,2.333333333333333,0.6,0.7777777777777778,1038.1806989767651,1192.1086669084686,0.3815137143118687,1.1796509814322351,1.0988397932880902,1.6666666666666667,0.3333333333333333,0.0,
19/10/2022LiverpoolWest Ham,Liverpool,West Ham,19/10/2022,1.52,2.54,6.96,1.44,9.5,8.0,13.0,1.0,1.0,0.0,1.0,2.333333333333333,0.9,1.3333333333333333,1.1,1.6,1.4,1.4,1.0,3.6666666666666665,2.0,2.0,0.6666666666666666,0.2,1283.7319001271233,1037.5235154277138,0.8605951364579788,1.2210396454533057,0.9717584614376898,2.0,0.6666666666666666,0.0,
19/10/2022NewcastleEverton,Newcastle,Everton,19/10/2022,1.88,1.94,5.46,1.64,10.0,6.0,14.0,0.0,0.0,0.0,2.0,1.7,0.8,0.9,1.1,2.0,0.8,0.6,1.0,2.6,3.0,1.0,0.4,0.3,1141.382205155004,1004.9643411616668,0.7664255585186125,0.977372672158492,0.9380631183732148,0.6666666666666666,1.6666666666666667,0.0,
19/10/2022Man UnitedTottenham,Man United,Tottenham,19/10/2022,1.73,2.13,2.86,2.45,9.5,5.0,3.0,0.0,2.0,0.0,0.0,1.4444444444444444,2.2,1.6666666666666667,1.0,1.8,2.4,1.6,1.2,2.9166666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.5,1144.3707159718954,1238.2328008406794,0.4657135924348985,1.099099983615507,1.1486719175565303,2.333333333333333,1.0,0.0,
20/10/2022FulhamAston Villa,Fulham,Aston Villa,20/10/2022,1.94,1.88,2.51,2.88,10.0,12.0,17.0,2.0,0.0,2.0,2.0,1.6,0.7,2.0,1.3,1.6,0.6,2.6,0.8,3.5,1.3333333333333333,0.3333333333333333,0.9,0.3,951.2262735625702,990.367001306124,0.5442936461462468,1.0690940504474982,0.9084489647844184,3.0,1.0,1.0,
20/10/2022LeicesterLeeds,Leicester,Leeds,20/10/2022,1.72,2.14,3.03,2.32,9.5,20.0,16.0,0.0,0.0,0.0,1.0,1.5,1.2222222222222223,2.4,1.4444444444444444,1.8,0.8,2.6,1.8,3.0,1.6666666666666667,0.3333333333333333,0.8,0.5555555555555556,980.0072876878288,984.9461257322428,0.592551236689992,1.2890700967724125,1.1094413074760512,0.6666666666666666,1.0,0.0,
22/10/2022Nott'm ForestLiverpool,Nott'm Forest,Liverpool,22/10/2022,1.5,2.61,1.26,11.31,10.5,20.0,7.0,0.0,1.0,0.0,0.0,0.6363636363636364,2.2,2.090909090909091,1.2,0.6,1.4,1.8,1.2,0.0,0.3333333333333333,1.3333333333333333,0.3636363636363636,0.6,927.659410510929,1289.3080946688042,0.1572458490708238,0.981719611064402,1.1805689092347371,0.6666666666666666,1.0,0.0,
22/10/2022EvertonCrystal Palace,Everton,Crystal Palace,22/10/2022,2.22,1.67,2.96,2.58,10.5,15.0,11.0,0.0,2.0,1.0,1.0,0.7272727272727273,1.2,1.0909090909090908,1.3,0.8,1.0,1.2,0.8,2.583333333333333,0.3333333333333333,1.3333333333333333,0.2727272727272727,0.5,995.6213635024112,1073.737747839392,0.4883217083252111,0.9116229859968744,0.9199558071701016,1.6666666666666667,0.6666666666666666,1.0,
22/10/2022Man CityBrighton,Man City,Brighton,22/10/2022,1.47,2.68,14.36,1.21,10.0,2.0,8.0,0.0,0.0,1.0,0.0,3.3,1.4,1.0,1.1,2.8,1.6,1.0,1.6,3.6,3.333333333333333,0.0,0.7,0.4,1339.5501260789638,1078.134953866736,0.8707694342754143,1.5259340249440434,0.9011201262513496,1.3333333333333333,1.0,1.0,
22/10/2022ChelseaMan United,Chelsea,Man United,22/10/2022,1.87,1.96,3.5,2.14,10.0,4.0,5.0,0.0,2.0,0.0,0.0,1.5,1.5,1.0,1.5,1.8,2.0,0.4,1.6,2.1666666666666665,1.6666666666666667,1.3333333333333333,0.7,0.6,1187.3692154809437,1165.7421722744994,0.6288876225917566,1.0438978036236857,1.0789678084183534,0.0,0.3333333333333333,0.0,
23/10/2022Aston VillaBrentford,Aston Villa,Brentford,23/10/2022,1.9,1.92,3.49,2.14,11.0,17.0,10.0,0.0,0.0,3.0,0.0,0.6363636363636364,1.6363636363636365,1.4545454545454546,1.5454545454545454,0.4,0.6,1.2,1.6,2.5,0.3333333333333333,1.0,0.3636363636363636,0.5454545454545454,972.1387471519738,1042.9201504042903,0.498875472220803,0.9191488006182268,1.1206684323606235,2.0,1.6666666666666667,1.0,
23/10/2022LeedsFulham,Leeds,Fulham,23/10/2022,1.73,2.13,3.59,2.06,10.5,16.0,9.0,0.0,3.0,2.0,0.0,1.1,1.7272727272727273,1.5,1.818181818181818,0.6,2.0,2.0,2.2,5.0,0.3333333333333333,2.0,0.5,0.9090909090909092,968.6481751998424,969.4545277167203,0.5982817087744183,1.0849993622641796,1.081685986014736,1.6666666666666667,1.6666666666666667,1.0,
23/10/2022SouthamptonArsenal,Southampton,Arsenal,23/10/2022,1.67,2.22,1.58,5.78,10.5,15.0,1.0,1.0,1.0,0.0,0.0,0.9090909090909092,2.4,1.6363636363636365,1.0,0.6,2.2,1.6,1.2,2.9166666666666665,0.6666666666666666,2.333333333333333,0.5454545454545454,0.8,962.75620126241,1253.5406068630462,0.2190968606441383,1.05929010718891,1.1623573093219746,1.6666666666666667,1.0,0.0,
23/10/2022WolvesLeicester,Wolves,Leicester,23/10/2022,1.95,1.88,3.24,2.3,11.0,18.0,20.0,1.0,2.0,2.0,0.0,0.4545454545454545,1.5454545454545454,1.2727272727272727,2.1818181818181817,0.4,1.8,2.0,1.6,1.75,0.6666666666666666,1.0,0.3636363636363636,0.7272727272727273,969.8743609124676,996.3052382202292,0.5623743904309372,0.8036949272754375,1.2606707749991393,1.6666666666666667,0.6666666666666666,1.0,
23/10/2022TottenhamNewcastle,Tottenham,Newcastle,23/10/2022,1.87,1.96,3.53,2.09,11.0,3.0,6.0,0.0,1.0,2.0,0.0,2.0,1.6363636363636365,1.0909090909090908,0.8181818181818182,2.0,2.2,1.4,0.6,2.9,1.0,2.0,0.4545454545454545,0.3636363636363636,1216.8613445380754,1150.7251828142594,0.6864689812032851,1.127631735013512,0.9498245655047494,0.6666666666666666,0.3333333333333333,1.0,
24/10/2022West HamBournemouth,West Ham,Bournemouth,24/10/2022,1.93,1.89,6.2,1.55,11.0,17.0,13.0,0.0,0.0,1.0,1.0,0.8181818181818182,0.9090909090909092,1.0909090909090908,2.090909090909091,1.2,1.0,0.8,1.0,3.375,1.3333333333333333,1.3333333333333333,0.1818181818181818,0.5454545454545454,1031.947320886033,959.7288696380016,0.6939550525726742,0.9395500229095484,1.1164928377040315,1.0,1.3333333333333333,0.0,
29/10/2022LeicesterMan City,Leicester,Man City,29/10/2022,1.44,2.75,1.29,9.66,11.5,17.0,2.0,4.0,3.0,0.0,1.0,1.75,3.272727272727273,2.0,1.0,2.2,3.2,0.4,1.0,3.75,2.0,2.333333333333333,0.75,0.7272727272727273,1018.8002138374668,1344.7193487079471,0.1864583912169189,1.2971774937337028,1.5384157203494595,0.0,0.6666666666666666,0.0,
29/10/2022BournemouthTottenham,Bournemouth,Tottenham,29/10/2022,1.9,1.91,1.69,5.1,12.0,14.0,3.0,0.0,1.0,2.0,2.0,0.8333333333333334,1.9166666666666667,2.083333333333333,1.1666666666666667,0.8,1.0,1.2,1.4,2.625,0.6666666666666666,1.0,0.5,0.5,947.4870717409084,1189.402585289944,0.2709861047629646,1.1032417672356347,1.1344197083890426,1.6666666666666667,1.3333333333333333,1.0,
29/10/2022BrentfordWolves,Brentford,Wolves,29/10/2022,1.96,1.86,3.33,2.2,12.0,11.0,19.0,0.0,0.0,4.0,4.0,1.5,0.4166666666666667,1.75,1.5,0.6,0.4,1.8,2.2,2.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.4166666666666667,1022.8751692931224,947.37938529523,0.6979470818678356,1.1516720606154651,0.8269684616829118,1.3333333333333333,2.0,0.0,
29/10/2022BrightonChelsea,Brighton,Chelsea,29/10/2022,2.04,1.78,2.41,3.03,11.0,9.0,5.0,1.0,1.0,3.0,1.0,1.3636363636363635,1.4545454545454546,1.2727272727272727,1.0,0.8,1.6,1.8,0.4,2.4,0.3333333333333333,1.0,0.4545454545454545,0.6363636363636364,1072.9657312377526,1182.213710577273,0.4437566552740809,0.9084910261432844,1.0287753818589924,1.6666666666666667,0.3333333333333333,1.0,
29/10/2022Crystal PalaceSouthampton,Crystal Palace,Southampton,29/10/2022,2.03,1.8,4.03,1.95,11.5,13.0,16.0,0.0,1.0,3.0,1.0,1.0909090909090908,0.9166666666666666,1.4545454545454546,1.5833333333333333,1.0,0.8,1.4,1.6,2.583333333333333,0.6666666666666666,1.0,0.5454545454545454,0.5,1053.2706161724009,973.9923268366446,0.7025174993995512,0.9397746986215544,1.0407384279709655,1.3333333333333333,0.6666666666666666,0.0,
29/10/2022NewcastleAston Villa,Newcastle,Aston Villa,29/10/2022,1.91,1.9,4.41,1.83,12.0,4.0,15.0,2.0,4.0,1.0,0.0,1.6666666666666667,0.9166666666666666,0.8333333333333334,1.3333333333333333,2.4,1.0,0.6,1.2,1.8333333333333333,1.0,1.3333333333333333,0.4166666666666667,0.4166666666666667,1178.1839420623908,992.1837282631416,0.8136123971421035,0.9555421980100052,0.944577327827853,0.3333333333333333,1.6666666666666667,1.0,
29/10/2022FulhamEverton,Fulham,Everton,29/10/2022,1.84,1.97,3.07,2.36,12.0,7.0,12.0,3.0,3.0,2.0,0.0,1.8333333333333333,0.9166666666666666,1.8333333333333333,1.0,2.0,1.2,2.2,1.2,3.0,2.6666666666666665,1.0,0.9166666666666666,0.3333333333333333,993.3857960676972,1016.0884951694028,0.5676489112432225,1.119767639504349,0.931262360913914,1.3333333333333333,1.0,0.0,
29/10/2022LiverpoolLeeds,Liverpool,Leeds,29/10/2022,1.35,3.13,9.16,1.3,11.0,8.0,18.0,0.0,2.0,1.0,3.0,2.0,1.181818181818182,1.181818181818182,1.6363636363636365,1.4,0.6,1.4,1.6,4.5,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.5454545454545454,1255.5979286316372,944.7169068488656,0.8995764597084831,1.1419128794552291,1.123197665916449,0.3333333333333333,2.0,1.0,
30/10/2022ArsenalNott'm Forest,Arsenal,Nott'm Forest,30/10/2022,1.5,2.57,14.82,1.2,11.5,2.0,20.0,1.0,1.0,1.0,0.0,2.272727272727273,0.6666666666666666,1.0,1.9166666666666667,2.2,0.4,0.8,1.2,0.0,1.6666666666666667,0.3333333333333333,0.7272727272727273,0.3333333333333333,1242.3044812888118,961.369576548096,0.8828958672622736,1.1420005819317802,0.949574615356331,1.0,0.3333333333333333,1.0,
30/10/2022Man UnitedWest Ham,Man United,West Ham,30/10/2022,1.81,2.01,4.85,1.7,11.5,6.0,13.0,1.0,2.0,1.0,0.0,1.4545454545454546,0.9166666666666666,1.4545454545454546,1.0,1.6,1.6,1.6,0.6,2.333333333333333,1.0,1.0,0.5454545454545454,0.1666666666666666,1170.8976771781695,1044.189118783126,0.75627149036504,1.0633373451557724,0.9283989943120332,0.3333333333333333,0.6666666666666666,0.0,
05/11/2022LeedsBournemouth,Leeds,Bournemouth,05/11/2022,1.79,2.05,4.73,1.74,12.5,15.0,14.0,2.0,2.0,1.0,3.0,1.25,0.9230769230769232,1.5833333333333333,2.1538461538461537,1.0,1.2,1.8,1.8,0.0,1.3333333333333333,0.6666666666666666,0.5833333333333334,0.5384615384615384,980.6999652372052,936.64762755039,0.658482276999989,1.1195811955897703,1.1362304746159395,2.0,2.0,1.0,
05/11/2022Man CityFulham,Man City,Fulham,05/11/2022,1.27,3.79,19.8,1.13,12.5,2.0,7.0,1.0,0.0,0.0,0.0,3.083333333333333,1.6923076923076923,0.9166666666666666,1.6923076923076923,2.8,1.8,1.0,1.4,2.5,1.3333333333333333,2.0,0.6666666666666666,0.8461538461538461,1352.1776843566238,990.6798396179682,0.9230055042498976,1.476913024837422,1.0637792575291314,0.6666666666666666,0.6666666666666666,1.0,
05/11/2022Nott'm ForestBrentford,Nott'm Forest,Brentford,05/11/2022,1.99,1.84,2.59,2.78,13.0,20.0,11.0,0.0,1.0,5.0,1.0,0.6153846153846154,1.4615384615384617,2.1538461538461537,1.6923076923076923,0.4,0.8,1.4,2.0,0.0,0.3333333333333333,0.3333333333333333,0.3846153846153846,0.5384615384615384,956.685411238587,1014.957286018409,0.516871721067342,0.9896615142231704,1.1424578959047442,1.6666666666666667,1.6666666666666667,1.0,
05/11/2022WolvesBrighton,Wolves,Brighton,05/11/2022,2.1,1.75,2.24,3.39,12.5,19.0,8.0,1.0,4.0,1.0,1.0,0.4615384615384615,1.5833333333333333,1.4615384615384617,1.25,0.6,1.0,2.0,1.4,2.25,0.6666666666666666,1.6666666666666667,0.3846153846153846,0.5,955.2972685699434,1095.2154650267894,0.4007162809909969,0.8203521479968388,0.9602694228881046,2.333333333333333,1.3333333333333333,1.0,
05/11/2022EvertonLeicester,Everton,Leicester,05/11/2022,2.02,1.81,3.03,2.43,13.0,12.0,18.0,0.0,0.0,0.0,1.0,0.8461538461538461,1.6153846153846154,0.9230769230769232,1.9230769230769231,0.8,1.4,1.0,0.6,2.6666666666666665,1.0,2.0,0.3076923076923077,0.6923076923076923,1018.7944516191316,1011.34187818879,0.6096527612533468,0.8846992428682182,1.2453190062215955,0.3333333333333333,0.3333333333333333,0.0,
06/11/2022ChelseaArsenal,Chelsea,Arsenal,06/11/2022,1.89,1.94,2.7,2.64,12.0,7.0,2.0,1.0,5.0,4.0,0.0,1.4166666666666667,2.5,1.25,0.9166666666666666,1.4,2.6,1.0,0.8,3.1666666666666665,0.6666666666666666,2.333333333333333,0.6666666666666666,0.75,1159.9639767882363,1246.9886465983209,0.4755191211546791,1.0874092465316385,1.190210865877284,1.6666666666666667,0.3333333333333333,0.0,
06/11/2022Aston VillaMan United,Aston Villa,Man United,06/11/2022,1.88,1.94,2.15,3.39,12.5,17.0,5.0,0.0,1.0,4.0,0.0,0.8461538461538461,1.4166666666666667,1.5384615384615383,1.3333333333333333,1.0,1.2,2.0,0.4,3.1666666666666665,1.3333333333333333,1.3333333333333333,0.4615384615384615,0.5,984.7282241488258,1180.6468175635682,0.3263268227105054,0.9810705620057564,1.0317129398378746,2.333333333333333,0.3333333333333333,1.0,
06/11/2022SouthamptonNewcastle,Southampton,Newcastle,06/11/2022,1.9,1.92,1.92,4.02,13.0,18.0,4.0,0.0,4.0,1.0,0.0,0.8461538461538461,1.8461538461538465,1.5384615384615383,0.7692307692307693,0.6,2.4,1.4,0.4,2.9,0.6666666666666666,2.333333333333333,0.4615384615384615,0.4615384615384615,962.0930268126266,1185.6394461767063,0.2923735158999993,1.0099832031634572,0.9924590540169522,0.6666666666666666,0.3333333333333333,1.0,
06/11/2022West HamCrystal Palace,West Ham,Crystal Palace,06/11/2022,2.1,1.75,4.18,1.94,12.5,14.0,11.0,0.0,1.0,1.0,0.0,0.8461538461538461,1.0833333333333333,1.0,1.3333333333333333,1.2,1.0,0.8,1.0,3.25,0.6666666666666666,1.0,0.1538461538461538,0.5,1034.4399783977274,1065.1699161964186,0.5562747221764373,0.9007877510630232,0.912003088245964,0.6666666666666666,1.3333333333333333,1.0,
06/11/2022TottenhamLiverpool,Tottenham,Liverpool,06/11/2022,1.68,2.19,2.16,3.28,12.5,3.0,9.0,3.0,1.0,2.0,2.0,2.0,1.9166666666666667,1.2307692307692308,1.25,1.4,1.0,1.2,1.2,3.0,1.3333333333333333,0.6666666666666666,0.5384615384615384,0.5833333333333334,1200.2420294804626,1219.614870243298,0.5723470057965943,1.1683406864719037,1.1382361499092926,2.0,1.0,1.0,
12/11/2022Man CityBrentford,Man City,Brentford,12/11/2022,1.34,3.24,19.14,1.14,13.5,2.0,11.0,2.0,2.0,1.0,2.0,3.0,1.5,0.9230769230769232,1.7142857142857142,2.0,1.0,0.6,1.4,1.5,2.0,1.0,0.6923076923076923,0.5714285714285714,1355.257464186628,1015.6321548611028,0.913567446715627,1.4594700526056337,1.1661707200399287,0.6666666666666666,2.333333333333333,1.0,
