"GameIndex","HomeTeam","AwayTeam","Date","AvgO25","AvgU25","AvgH","AvgA","AvgD","Played","TG","HtPos","AtPos","HtSGLG","AtSGLG","HtCGLG","AtCGLG","HtASGPG","AtASGPG","HtACGPG","AtACGPG","HtASGP5G","AtASGP5G","HtACGP5G","AtACGP5G","AGTM","HtASGP3G","AtASGP3G","HtACGP3G","AtACGP3G","HtpercentGO","AtpercentGO","FTR","elo_ht","elo_at","win_e_ht","tilt_ht","tilt_at"
"02/10/2022For SittardVolendam","For Sittard","Volendam","02/10/2022",1.47,2.62,1.79,3.93,4.09,7,2,17,16,1,1,0,1,1.28571428571429,1.14285714285714,2.42857142857143,3,1.4,1,2.2,3,0,1.66666666666667,1,1.66666666666667,2.66666666666667,0.714285714285714,0.714285714285714,"H",927.76889288136,956.464634438989,0.559163205450695,1.14989005790793,1.15534417439426
"02/10/2022ExcelsiorUtrecht","Excelsior","Utrecht","02/10/2022",1.47,2.63,4.65,1.64,4.27,7,1,10,9,0,0,1,0,1.42857142857143,1.28571428571429,2.57142857142857,1.42857142857143,1,1.4,3.4,1.6,3.5,1.33333333333333,1.66666666666667,2.33333333333333,1,0.714285714285714,0.428571428571429,"A",947.019404539596,1018.52694301926,0.497830546721971,1.2960036104838,0.996993391496792
"02/10/2022NijmegenFeyenoord","Nijmegen","Feyenoord","02/10/2022",1.58,2.36,5.23,1.58,4.27,7,2,11,4,0,3,0,4,1,2.85714285714286,0.714285714285714,1.28571428571429,0.6,3,0.6,1.4,5,0.333333333333333,3.33333333333333,0.333333333333333,2.33333333333333,0.142857142857143,0.714285714285714,"D",965.326372078894,1215.91631225997,0.261235088487819,0.846809635973922,1.28665648909286
"02/10/2022WaalwijkSparta Rotterdam","Waalwijk","Sparta Rotterdam","02/10/2022",1.9,1.88,2.2,3.26,3.37,7,4,8,7,5,2,1,1,2.14285714285714,1.28571428571429,1.42857142857143,1.14285714285714,2.4,1.4,1.4,1,2,3.33333333333333,2,1.33333333333333,1.33333333333333,0.571428571428571,0.571428571428571,"D",1007.0327837696,1040.27846068104,0.552697258251117,1.05960277019164,0.887771301168801
"02/10/2022FC EmmenHeerenveen","FC Emmen","Heerenveen","02/10/2022",1.93,1.86,2.9,2.41,3.33,7,0,18,6,0,2,2,1,0.857142857142857,1.14285714285714,2.57142857142857,1,0.8,1.6,2.6,1.4,2.8,0.333333333333333,0.666666666666667,2.33333333333333,2,0.714285714285714,0.571428571428571,"D",938.851816079715,1050.28457802734,0.440654465351514,1.16799561532129,0.939550154212207
"07/10/2022GroningenWaalwijk","Groningen","Waalwijk","07/10/2022",1.87,1.92,2.3,3.03,3.45,8,5,12,9,1,2,4,2,1,2.125,2,1.5,0.8,2.8,1.6,1.6,3,1,2.33333333333333,2,1.33333333333333,0.5,0.625,"A",921.488732596553,1004.92489212523,0.48067338761146,1.08896727496141,1.09673592988699
"08/10/2022VolendamAjax","Volendam","Ajax","08/10/2022",1.2,4.26,13.16,1.17,8.1,8,6,18,2,0,1,2,1,1,2.875,2.875,0.75,0.8,2.6,3.4,0.6,0,1,2.33333333333333,2,1,0.625,0.625,"A",938.831160298262,1331.82101738807,0.134787142049841,1.1323628999688,1.33255623789788
"08/10/2022Sparta RotterdamFC Emmen","Sparta Rotterdam","FC Emmen","08/10/2022",1.91,1.87,2.09,3.48,3.42,8,4,9,16,2,0,2,0,1.375,0.75,1.25,2.25,1.8,0.2,1.2,2.2,3.25,1.33333333333333,0.333333333333333,2,1.33333333333333,0.625,0.625,"H",1042.38635232541,941.225635306043,0.728154778255135,0.918882727475551,1.10959583455522
"08/10/2022NijmegenExcelsior","Nijmegen","Excelsior","08/10/2022",1.53,2.43,1.5,5.94,4.51,8,2,10,11,1,0,1,1,1,1.25,0.75,2.375,0.6,0.8,0.6,2.4,2.5,0.666666666666667,0.666666666666667,0.666666666666667,1,0.125,0.625,"D",974.876970324943,927.106184885743,0.663279491193985,0.835557482986439,1.25126374346878
"09/10/2022Go Ahead EaglesCambuur","Go Ahead Eagles","Cambuur","09/10/2022",1.67,2.18,2.22,2.98,3.69,8,0,13,14,1,3,1,0,1.375,1,2,1.75,1.8,0.8,1.6,2.2,5,2,1.33333333333333,1,2,0.375,0.5,"D",918.082170799979,938.473259225048,0.570911688385097,1.03117899093872,1.16529594681367
