GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
23/09/17MalagaAth Bilbao,Malaga,Ath Bilbao,23/09/17,2.16,1.69,2.47,2.93,5.0,20,9,0,1,5,2,0.2,0.8,2.2,0.6,0.2,0.8,2.2,0.6,2.0,0.3333333333333333,1.0,0.4,0.2,911.0137704423696,1043.2106924450245,0.4114354984453766,0.9806336667556992,0.8976947124525194,1
24/09/17EibarCelta,Eibar,Celta,24/09/17,2.01,1.81,3.28,2.24,5.0,13,17,1,1,6,1,0.6,1.2,2.0,1.6,0.6,1.2,2.0,1.6,1.5,0.6666666666666666,1.0,0.4,0.6,989.4052415247264,897.3655416520711,0.7176380335407014,0.9724898713387876,1.1592347803214405,1
24/09/17EspanolLa Coruna,Espanol,La Coruna,24/09/17,1.98,1.83,3.97,1.95,5.0,15,18,0,1,0,0,0.6,1.2,1.6,2.2,0.6,1.2,1.6,2.2,2.5,0.6666666666666666,1.3333333333333333,0.4,0.8,1013.3867138899383,905.2846515846718,0.7359916193221168,0.8809191554270062,1.0463502289583049,1
24/09/17GetafeVillarreal,Getafe,Villarreal,24/09/17,2.2,1.67,2.6,2.84,5.0,14,10,1,0,1,0,0.8,1.2,1.0,1.0,0.8,1.2,1.0,1.0,0.0,1.3333333333333333,2.0,0.4,0.6,997.581079438542,1075.3726904854377,0.48878884975025155,0.9230224489536979,0.9322489215098378,1
24/09/17Las PalmasLeganes,Las Palmas,Leganes,24/09/17,2.2,1.67,3.74,2.08,5.0,12,11,0,0,1,0,1.0,0.6,1.6,0.6,1.0,0.6,1.6,0.6,2.5,1.3333333333333333,0.3333333333333333,0.4,0.2,899.2216315399279,928.8286053863493,0.5578697399947308,1.2173919110109976,0.8262714339583396,0
24/09/17SociedadValencia,Sociedad,Valencia,24/09/17,1.66,2.22,3.07,2.25,5.0,7,5,0,5,3,0,2.2,1.8,2.0,0.6,2.2,1.8,2.0,0.6,5.0,1.6666666666666667,2.0,1.0,0.4,1064.5322223168428,1025.8703019746065,0.6514702853371843,1.1993680254758867,1.0891820948105035,1
25/09/17BetisLevante,Betis,Levante,25/09/17,2.05,1.76,4.62,1.81,5.0,9,7,1,3,0,0,1.2,1.6,1.4,0.8,1.2,1.6,1.4,0.8,0.0,1.3333333333333333,1.6666666666666667,0.6,0.4,968.3603586229365,1039.8037294491785,0.497922834357085,1.0471641045032003,0.9716832729743531,1
29/09/17CeltaGirona,Celta,Girona,29/09/17,2.0,1.81,5.06,1.72,6.0,13,17,4,0,0,3,1.6666666666666667,0.5,1.3333333333333333,1.3333333333333333,1.6,0.2,1.0,1.2,0.0,2.0,0.0,0.6666666666666666,0.3333333333333333,926.0710629936991,980.2277554231964,0.5227845616625773,1.1835361088783676,0.9102932709740332,1
30/09/17La CorunaGetafe,La Coruna,Getafe,30/09/17,1.97,1.84,3.29,2.23,6.0,18,10,1,4,4,0,1.1666666666666667,1.3333333333333333,2.5,0.8333333333333334,1.4,1.6,2.4,1.0,0.0,1.0,2.0,0.8333333333333334,0.5,894.7243163575565,1018.029525448532,0.42388393817528286,1.1075505123998959,0.9626853169050952,1
30/09/17LeganesAth Madrid,Leganes,Ath Madrid,30/09/17,2.49,1.52,1.58,6.85,6.0,7,2,2,2,0,0,0.8333333333333334,2.0,0.5,0.6666666666666666,0.8,2.0,0.6,0.4,1.0,0.6666666666666666,1.6666666666666667,0.16666666666666666,0.5,951.1433949861386,1203.8875702823584,0.25884889802280403,0.8178149887438584,0.95148422396782,0
30/09/17LevanteAlaves,Levante,Alaves,30/09/17,2.15,1.69,4.52,1.83,6.0,8,20,0,1,4,2,1.3333333333333333,0.16666666666666666,1.3333333333333333,1.6666666666666667,1.4,0.2,1.6,1.8,0.0,1.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1019.7206428234618,940.0904315440276,0.702940696153061,0.9994959220658448,0.8111326737091235,0
30/09/17SevillaMalaga,Sevilla,Malaga,30/09/17,1.54,2.42,8.92,1.33,6.0,3,19,0,3,2,3,1.1666666666666667,0.6666666666666666,0.5,2.3333333333333335,1.2,0.8,0.4,2.6,5.5,0.6666666666666666,1.0,0.16666666666666666,0.5,1117.9101615917657,914.5563505045545,0.8282892460633836,1.0133788107687791,1.0652777178690593,0
01/10/17BarcelonaLas Palmas,Barcelona,Las Palmas,01/10/17,1.14,5.48,27.6,1.07,6.0,1,17,3,0,0,2,3.3333333333333335,0.8333333333333334,0.3333333333333333,1.6666666666666667,3.6,1.0,0.4,1.8,5.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.3333333333333333,1286.4545632951658,876.9068419401386,0.9405035393689404,1.5598910623180846,1.20493255736894,1
