GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgH,AvgA,AvgD,Played,TG,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtACGP3G,AtACGP3G,HtpercentGO,AtpercentGO,FTR
04/02/2023BenficaCasa Pia,Benfica,Casa Pia,04/02/2023,1.6,2.31,1.18,16.39,6.81,18.5,3,1,5,3,2,0,1,2.526315789473684,1.0,0.631578947368421,0.9444444444444444,2.2,1.0,0.4,1.4,1.0,2.6666666666666665,1.0,0.0,2.0,0.6842105263157895,0.3888888888888889,H
04/02/2023EstorilGuimaraes,Estoril,Guimaraes,04/02/2023,2.4,1.57,2.67,2.82,3.05,17.5,1,14,6,0,2,1,1,0.9411764705882353,0.9444444444444444,1.2941176470588236,1.1111111111111112,0.6,0.6,1.4,1.4,2.857142857142857,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.23529411764705882,0.4444444444444444,A
05/02/2023ChavesMaritimo,Chaves,Maritimo,05/02/2023,2.18,1.68,2.1,3.66,3.27,18.0,3,10,17,1,0,2,2,0.9444444444444444,0.6111111111111112,1.2777777777777777,1.8333333333333333,0.8,0.6,1.4,1.2,2.5714285714285716,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.4444444444444444,H
05/02/2023Sp BragaFamalicao,Sp Braga,Famalicao,05/02/2023,1.73,2.11,1.39,7.8,4.81,18.0,5,3,12,0,1,5,0,2.1666666666666665,0.9444444444444444,1.0,1.2777777777777777,2.0,1.2,1.2,1.0,3.0,1.0,0.6666666666666666,2.0,1.3333333333333333,0.6111111111111112,0.4444444444444444,H
05/02/2023PortoVizela,Porto,Vizela,05/02/2023,1.52,2.52,1.2,13.51,6.68,18.0,2,2,9,2,3,0,1,2.388888888888889,1.2222222222222223,0.6111111111111112,1.0,2.4,2.2,0.4,1.0,3.6666666666666665,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.0,0.5,0.4444444444444444,H
05/02/2023Gil VicenteArouca,Gil Vicente,Arouca,05/02/2023,2.08,1.75,2.25,3.21,3.28,18.0,2,15,7,1,0,2,3,1.0,1.2222222222222223,1.4444444444444444,1.5555555555555556,1.4,1.6,1.0,1.8,2.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.5555555555555556,0.5,D
06/02/2023PortimonensePacos Ferreira,Portimonense,Pacos Ferreira,06/02/2023,2.21,1.66,1.99,3.86,3.33,18.5,1,13,18,2,2,4,1,0.8333333333333334,0.631578947368421,1.3888888888888888,1.8421052631578947,0.6,1.0,2.2,1.2,1.8888888888888888,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,0.4444444444444444,0.47368421052631576,H
06/02/2023Rio AveSp Lisbon,Rio Ave,Sp Lisbon,06/02/2023,1.74,2.07,6.62,1.47,4.34,18.0,1,11,4,1,5,3,0,1.0,2.111111111111111,1.2777777777777777,1.0555555555555556,0.4,2.4,1.0,0.8,2.6363636363636362,0.3333333333333333,3.0,1.3333333333333333,1.0,0.3888888888888889,0.7777777777777778,A
09/02/2023EstorilBoavista,Estoril,Boavista,09/02/2023,2.28,1.62,2.51,2.92,3.14,18.0,3,14,9,0,2,1,2,0.8888888888888888,1.2222222222222223,1.2777777777777777,1.6111111111111112,0.4,1.6,1.0,1.2,1.8333333333333333,0.0,2.3333333333333335,1.0,1.6666666666666667,0.2222222222222222,0.5555555555555556,H
10/02/2023VizelaChaves,Vizela,Chaves,10/02/2023,2.0,1.81,1.73,4.9,3.66,19.0,0,10,8,0,2,2,1,1.1578947368421053,1.0,1.0526315789473684,1.263157894736842,1.6,1.2,1.4,1.2,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.42105263157894735,0.3684210526315789,D
11/02/2023AroucaSanta Clara,Arouca,Santa Clara,11/02/2023,2.27,1.63,2.14,3.51,3.26,19.0,1,7,16,1,2,1,2,1.2105263157894737,0.7368421052631579,1.5263157894736843,1.3157894736842106,1.6,0.6,1.0,2.2,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,0.47368421052631576,0.47368421052631576,H
11/02/2023GuimaraesPortimonense,Guimaraes,Portimonense,11/02/2023,2.16,1.69,1.81,4.55,3.48,19.0,1,6,11,1,1,0,0,0.9473684210526315,0.8421052631578947,1.0526315789473684,1.3157894736842106,0.8,0.6,0.8,1.8,2.6363636363636362,1.0,1.0,0.6666666666666666,2.6666666666666665,0.42105263157894735,0.42105263157894735,H
12/02/2023FamalicaoGil Vicente,Famalicao,Gil Vicente,12/02/2023,2.12,1.72,2.19,3.37,3.28,19.0,1,14,15,1,1,4,1,0.9473684210526315,1.0,1.4210526315789473,1.4210526315789473,1.0,1.4,1.8,1.2,2.7142857142857144,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.47368421052631576,0.5263157894736842,A
12/02/2023Sp LisbonPorto,Sp Lisbon,Porto,12/02/2023,2.0,1.81,2.68,2.59,3.33,19.0,3,4,2,1,2,0,0,2.0526315789473686,2.3684210526315788,1.0,0.5789473684210527,2.0,1.8,0.8,0.2,2.3076923076923075,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.0,0.7368421052631579,0.47368421052631576,A
12/02/2023MaritimoSp Braga,Maritimo,Sp Braga,12/02/2023,1.8,2.02,5.52,1.59,4.01,19.0,3,17,3,1,4,2,1,0.631578947368421,2.263157894736842,1.8421052631578947,1.0,0.6,2.2,1.4,1.4,2.4615384615384617,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,0.47368421052631576,0.631578947368421,A
13/02/2023Rio AveEstoril,Rio Ave,Estoril,13/02/2023,2.35,1.59,2.26,3.35,3.13,19.0,2,14,12,0,2,1,1,0.9473684210526315,0.9473684210526315,1.263157894736842,1.263157894736842,0.2,0.8,1.0,0.8,2.6,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3684210526315789,0.2631578947368421,H
13/02/2023BoavistaCasa Pia,Boavista,Casa Pia,13/02/2023,2.45,1.55,2.38,3.2,3.06,19.0,0,10,6,1,0,2,3,1.2105263157894737,0.9473684210526315,1.631578947368421,1.0526315789473684,1.6,0.6,1.6,1.8,2.0,2.3333333333333335,1.0,2.0,2.3333333333333335,0.5789473684210527,0.42105263157894735,D
17/02/2023Gil VicenteVizela,Gil Vicente,Vizela,17/02/2023,1.87,1.94,2.45,2.83,3.4,20.0,2,13,10,1,0,0,0,1.0,1.1,1.35,1.0,1.6,1.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.4,D
18/02/2023EstorilPacos Ferreira,Estoril,Pacos Ferreira,18/02/2023,2.23,1.65,2.06,3.79,3.26,20.0,4,14,18,0,0,2,1,0.9,0.6,1.3,1.8,0.4,0.8,1.2,1.2,1.8571428571428572,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.25,0.45,A
18/02/2023PortimonenseMaritimo,Portimonense,Maritimo,18/02/2023,2.09,1.74,2.28,3.17,3.3,20.0,3,13,17,0,1,1,2,0.8,0.65,1.3,1.85,0.6,0.6,1.8,1.8,2.6363636363636362,1.0,0.6666666666666666,1.6666666666666667,2.0,0.4,0.5,H
18/02/2023PortoRio Ave,Porto,Rio Ave,18/02/2023,1.63,2.27,1.17,16.36,7.04,20.0,1,2,11,2,2,1,0,2.35,1.0,0.6,1.2,2.2,0.6,0.4,1.0,3.3636363636363638,2.0,1.0,0.3333333333333333,1.3333333333333333,0.5,0.35,H
19/02/2023Santa ClaraFamalicao,Santa Clara,Famalicao,19/02/2023,2.5,1.53,2.98,2.54,3.04,20.0,4,16,15,0,0,1,1,0.7,0.9,1.3,1.4,0.6,0.6,1.6,1.8,1.4285714285714286,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.45,0.45,A
19/02/2023Sp BragaArouca,Sp Braga,Arouca,19/02/2023,1.62,2.3,1.41,7.08,4.78,20.0,2,3,7,2,1,1,0,2.25,1.2,1.0,1.45,1.8,1.4,1.6,1.0,3.8,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.65,0.45,H
19/02/2023Casa PiaGuimaraes,Casa Pia,Guimaraes,19/02/2023,2.46,1.54,2.49,3.0,3.09,20.0,0,6,5,0,1,0,0,0.9,0.95,1.0,1.0,0.6,1.0,1.8,0.8,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.4,0.4,D
20/02/2023ChavesSp Lisbon,Chaves,Sp Lisbon,20/02/2023,1.59,2.34,6.3,1.45,4.77,20.0,5,9,4,0,1,0,2,0.95,2.0,1.2,1.05,1.0,2.2,1.0,1.0,3.857142857142857,1.0,2.3333333333333335,1.0,0.6666666666666666,0.35,0.75,A
20/02/2023BenficaBoavista,Benfica,Boavista,20/02/2023,1.58,2.36,1.19,14.82,6.85,20.0,4,1,10,3,0,0,0,2.55,1.15,0.6,1.55,2.6,1.6,0.4,1.4,3.8461538461538463,2.6666666666666665,1.0,0.0,1.3333333333333333,0.7,0.55,H
24/02/2023FamalicaoPortimonense,Famalicao,Portimonense,24/02/2023,2.19,1.68,1.85,4.48,3.4,21.0,1,13,10,3,2,1,1,1.0,0.8571428571428571,1.380952380952381,1.2857142857142858,1.0,1.0,1.2,2.0,1.4285714285714286,1.3333333333333333,1.0,2.0,0.6666666666666666,0.47619047619047616,0.42857142857142855,H
25/02/2023AroucaCasa Pia,Arouca,Casa Pia,25/02/2023,2.37,1.58,2.31,3.26,3.15,21.0,2,7,6,0,0,2,0,1.1428571428571428,0.8571428571428571,1.4761904761904763,0.9523809523809523,1.2,0.6,1.2,1.4,0.0,0.6666666666666666,0.0,1.0,1.0,0.42857142857142855,0.38095238095238093,H
25/02/2023MaritimoSanta Clara,Maritimo,Santa Clara,25/02/2023,2.34,1.59,2.14,3.58,3.21,21.0,4,17,16,1,1,2,3,0.6666666666666666,0.7142857142857143,1.8571428571428572,1.380952380952381,0.8,0.8,1.6,2.2,2.6666666666666665,1.0,1.0,2.0,2.0,0.5238095238095238,0.47619047619047616,H
25/02/2023VizelaBenfica,Vizela,Benfica,25/02/2023,1.62,2.27,8.22,1.36,5.02,21.0,2,9,1,1,3,1,1,1.0952380952380953,2.5714285714285716,1.0,0.6190476190476191,1.0,2.8,1.2,0.2,2.0,0.3333333333333333,3.0,1.0,0.3333333333333333,0.38095238095238093,0.7142857142857143,A
26/02/2023Rio AveChaves,Rio Ave,Chaves,26/02/2023,2.25,1.64,2.18,3.43,3.25,21.0,1,13,10,0,2,1,3,0.9523809523809523,1.0,1.1904761904761905,1.2857142857142858,0.6,1.2,1.0,1.4,2.5714285714285716,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.38095238095238093,H
26/02/2023Pacos FerreiraBoavista,Pacos Ferreira,Boavista,26/02/2023,2.28,1.62,2.71,2.71,3.12,21.0,4,18,11,3,1,1,3,0.7142857142857143,1.1428571428571428,1.7619047619047619,1.619047619047619,1.2,1.6,1.4,1.8,1.8181818181818181,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.47619047619047616,0.5714285714285714,A
26/02/2023PortoGil Vicente,Porto,Gil Vicente,26/02/2023,1.42,2.85,1.2,12.32,7.05,21.0,3,2,14,1,1,0,1,2.2857142857142856,1.0,0.5714285714285714,1.3333333333333333,1.6,1.4,0.2,1.0,2.2857142857142856,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.47619047619047616,0.47619047619047616,A
27/02/2023Sp LisbonEstoril,Sp Lisbon,Estoril,27/02/2023,1.51,2.52,1.21,12.66,6.56,21.0,2,4,15,3,1,2,3,2.0476190476190474,0.9047619047619048,1.0952380952380953,1.380952380952381,2.4,0.6,1.0,1.6,2.7142857142857144,1.6666666666666667,1.0,1.3333333333333333,2.0,0.7619047619047619,0.2857142857142857,H
27/02/2023GuimaraesSp Braga,Guimaraes,Sp Braga,27/02/2023,2.01,1.8,3.8,1.96,3.49,21.0,3,5,3,0,2,0,0,0.9047619047619048,2.238095238095238,0.9523809523809523,0.9523809523809523,0.8,2.0,0.4,1.6,2.3076923076923075,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666,0.38095238095238093,0.6190476190476191,H
03/03/2023BoavistaArouca,Boavista,Arouca,03/03/2023,2.25,1.64,2.29,3.31,3.14,22.0,0,8,6,3,2,1,0,1.2272727272727273,1.1818181818181819,1.5909090909090908,1.4090909090909092,1.4,0.8,1.6,1.2,2.4,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.5909090909090909,0.4090909090909091,D
03/03/2023BenficaFamalicao,Benfica,Famalicao,03/03/2023,1.53,2.47,1.16,16.52,7.47,22.0,2,1,10,2,1,0,0,2.5454545454545454,1.0,0.5909090909090909,1.3181818181818181,2.6,1.2,0.2,1.2,2.857142857142857,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6818181818181818,0.45454545454545453,H
04/03/2023EstorilVizela,Estoril,Vizela,04/03/2023,2.15,1.69,2.68,2.66,3.24,22.0,3,15,11,0,0,2,2,0.8636363636363636,1.0454545454545454,1.4090909090909092,1.0454545454545454,0.6,0.8,1.8,1.2,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,0.2727272727272727,0.36363636363636365,A
04/03/2023PortimonenseSp Lisbon,Portimonense,Sp Lisbon,04/03/2023,1.68,2.17,8.1,1.38,4.81,22.0,1,14,4,0,2,1,0,0.8181818181818182,2.0454545454545454,1.2727272727272727,1.0454545454545454,1.0,2.4,1.4,0.8,3.6363636363636362,0.6666666666666666,2.0,1.0,1.3333333333333333,0.4090909090909091,0.7272727272727273,A
04/03/2023ChavesPorto,Chaves,Porto,04/03/2023,1.66,2.19,11.01,1.28,5.44,22.0,4,13,2,0,1,1,2,0.9545454545454546,2.227272727272727,1.2727272727272727,0.6363636363636364,1.0,1.6,1.4,0.6,3.5714285714285716,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.36363636363636365,0.5,A
05/03/2023Gil VicenteMaritimo,Gil Vicente,Maritimo,05/03/2023,2.01,1.8,1.88,4.08,3.54,22.0,2,12,16,2,3,1,1,1.0454545454545454,0.7727272727272727,1.3181818181818181,1.8181818181818181,1.2,1.2,1.0,1.8,2.142857142857143,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.5,0.5454545454545454,H
05/03/2023Santa ClaraGuimaraes,Santa Clara,Guimaraes,05/03/2023,2.5,1.52,3.05,2.5,3.03,22.0,4,17,5,1,2,3,1,0.7272727272727273,0.9545454545454546,1.4545454545454546,0.9545454545454546,1.0,1.2,2.2,0.4,1.8888888888888888,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,0.5,0.4090909090909091,A
05/03/2023Sp BragaRio Ave,Sp Braga,Rio Ave,05/03/2023,1.87,1.93,1.41,8.27,4.42,22.0,2,3,10,1,1,2,0,2.1818181818181817,0.9545454545454546,1.0,1.1363636363636365,1.8,0.8,1.8,1.0,2.6363636363636362,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6363636363636364,0.3181818181818182,H
06/03/2023Casa PiaPacos Ferreira,Casa Pia,Pacos Ferreira,06/03/2023,2.35,1.57,2.04,3.87,3.22,22.0,3,7,18,0,1,2,3,0.8181818181818182,0.7272727272727273,1.0,1.8181818181818181,0.4,1.2,1.2,1.6,5.0,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.36363636363636365,0.5,H
10/03/2023PortoEstoril,Porto,Estoril,10/03/2023,1.57,2.37,1.18,15.59,6.84,23.0,5,2,15,3,0,1,3,2.260869565217391,0.8260869565217391,0.6521739130434783,1.4782608695652173,1.8,0.6,0.8,2.2,3.0,1.6666666666666667,0.3333333333333333,1.0,2.6666666666666665,0.5217391304347826,0.30434782608695654,H
11/03/2023ChavesPortimonense,Chaves,Portimonense,11/03/2023,2.21,1.65,2.3,3.18,3.25,23.0,2,13,14,1,0,3,1,0.9565217391304348,0.782608695652174,1.3478260869565217,1.2608695652173914,1.0,0.6,1.6,0.8,1.6,1.0,0.6666666666666666,2.3333333333333335,1.0,0.391304347826087,0.391304347826087,H
11/03/2023Pacos FerreiraSanta Clara,Pacos Ferreira,Santa Clara,11/03/2023,2.31,1.6,2.44,3.02,3.18,23.0,1,18,17,1,1,2,3,0.7391304347826086,0.7391304347826086,1.826086956521739,1.5217391304347827,1.4,1.0,1.6,2.4,2.4285714285714284,1.6666666666666667,1.0,2.0,3.0,0.5217391304347826,0.5217391304347826,H
11/03/2023GuimaraesArouca,Guimaraes,Arouca,11/03/2023,2.29,1.61,2.07,3.82,3.21,23.0,2,5,7,3,0,1,0,1.0434782608695652,1.1304347826086956,0.9565217391304348,1.3478260869565217,1.4,0.8,0.4,0.6,2.8,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.43478260869565216,0.391304347826087,A
11/03/2023VizelaSp Braga,Vizela,Sp Braga,11/03/2023,1.94,1.86,3.8,1.96,3.53,23.0,4,9,3,3,2,0,0,1.1304347826086956,2.1739130434782608,1.0,0.9565217391304348,0.8,2.2,1.0,0.8,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.391304347826087,0.6086956521739131,A
12/03/2023Rio AveGil Vicente,Rio Ave,Gil Vicente,12/03/2023,2.17,1.68,2.44,2.99,3.2,23.0,3,12,10,0,2,2,0,0.9130434782608695,1.0869565217391304,1.173913043478261,1.2608695652173914,0.6,1.4,0.8,0.6,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.30434782608695654,0.4782608695652174,H
12/03/2023MaritimoBenfica,Maritimo,Benfica,12/03/2023,1.67,2.18,11.65,1.25,5.93,23.0,3,16,1,0,2,2,0,0.7391304347826086,2.5217391304347827,1.826086956521739,0.5652173913043478,1.2,2.6,1.8,0.2,3.3846153846153846,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.5217391304347826,0.6521739130434783,A
12/03/2023Sp LisbonBoavista,Sp Lisbon,Boavista,12/03/2023,1.64,2.23,1.24,12.06,5.98,23.0,3,4,8,1,0,0,0,2.0,1.173913043478261,1.0,1.5217391304347827,1.6,1.0,0.8,1.2,2.3846153846153846,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6956521739130435,0.5652173913043478,H
13/03/2023FamalicaoCasa Pia,Famalicao,Casa Pia,13/03/2023,2.43,1.55,2.13,3.6,3.18,23.0,1,13,7,0,2,2,1,0.9565217391304348,0.8695652173913043,1.3478260869565217,1.0,1.0,0.4,1.6,1.2,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,0.43478260869565216,0.391304347826087,H
17/03/2023Santa ClaraRio Ave,Santa Clara,Rio Ave,17/03/2023,2.69,1.45,2.62,3.02,2.9,24.0,2,17,8,0,2,1,1,0.7083333333333334,0.9583333333333334,1.5,1.1666666666666667,0.6,1.0,2.2,0.8,2.4285714285714284,0.6666666666666666,1.0,2.3333333333333335,1.0,0.5,0.3333333333333333,A
18/03/2023PortimonenseVizela,Portimonense,Vizela,18/03/2023,2.19,1.67,2.87,2.54,3.2,24.0,1,14,11,0,0,2,4,0.75,1.0833333333333333,1.2916666666666667,1.125,0.4,0.8,1.2,1.4,1.0,0.0,1.0,1.3333333333333333,2.0,0.375,0.4166666666666667,A
18/03/2023AroucaPacos Ferreira,Arouca,Pacos Ferreira,18/03/2023,2.18,1.68,2.11,3.61,3.29,24.0,2,6,18,2,1,0,0,1.1666666666666667,0.75,1.2916666666666667,1.75,1.0,1.2,0.4,1.4,1.2,1.3333333333333333,1.0,0.0,1.6666666666666667,0.375,0.5,D
18/03/2023BenficaGuimaraes,Benfica,Guimaraes,18/03/2023,1.57,2.36,1.17,16.84,7.04,24.0,6,1,5,3,0,0,2,2.5416666666666665,1.0,0.5416666666666666,1.0,2.6,1.2,0.2,0.8,2.5384615384615383,2.3333333333333335,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.4166666666666667,H
18/03/2023EstorilChaves,Estoril,Chaves,18/03/2023,2.15,1.7,2.16,3.49,3.27,24.0,2,15,13,2,2,3,0,0.875,1.0,1.5416666666666667,1.2916666666666667,0.6,1.0,2.6,1.4,2.0,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.375,A
19/03/2023Casa PiaMaritimo,Casa Pia,Maritimo,19/03/2023,2.34,1.59,2.07,3.77,3.25,24.0,2,7,17,0,0,1,3,0.8333333333333334,0.7083333333333334,1.0,1.875,0.4,1.0,0.8,2.0,3.0,0.6666666666666666,1.0,1.3333333333333333,2.0,0.375,0.5416666666666666,H
19/03/2023Sp BragaPorto,Sp Braga,Porto,19/03/2023,1.89,1.9,3.12,2.26,3.37,24.0,0,3,2,4,3,0,2,2.25,2.2916666666666665,0.9166666666666666,0.7083333333333334,2.2,2.0,0.6,1.2,2.6923076923076925,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.625,0.5416666666666666,D
19/03/2023BoavistaFamalicao,Boavista,Famalicao,19/03/2023,2.36,1.58,2.4,3.13,3.11,24.0,3,12,11,0,1,3,0,1.125,0.9583333333333334,1.5833333333333333,1.2916666666666667,0.8,1.0,1.4,0.8,3.7142857142857144,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.5833333333333334,0.4166666666666667,A
31/03/2023EstorilGil Vicente,Estoril,Gil Vicente,31/03/2023,2.02,1.79,2.72,2.58,3.31,24.5,1,15,13,0,1,2,2,0.84,1.0833333333333333,1.56,1.2916666666666667,0.6,1.4,2.6,0.8,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,0.32,0.5,H
01/04/2023VizelaCasa Pia,Vizela,Casa Pia,01/04/2023,2.34,1.58,2.21,3.5,3.13,25.0,4,10,6,1,2,0,0,1.08,0.88,1.08,0.96,1.0,0.8,1.4,0.8,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.4,0.36,H
01/04/2023GuimaraesPacos Ferreira,Guimaraes,Pacos Ferreira,01/04/2023,2.12,1.71,1.97,3.88,3.41,25.0,0,5,16,1,1,5,1,1.0,0.76,1.16,1.72,1.2,1.4,1.8,1.4,2.8181818181818183,1.3333333333333333,1.0,2.6666666666666665,1.0,0.44,0.48,D
01/04/2023Sp LisbonSanta Clara,Sp Lisbon,Santa Clara,01/04/2023,1.52,2.49,1.14,19.58,8.1,24.5,3,4,18,3,0,0,2,2.0416666666666665,0.68,0.9583333333333334,1.52,2.0,0.6,0.8,2.4,3.0,2.0,0.3333333333333333,0.0,2.0,0.7083333333333334,0.48,H
02/04/2023ChavesSp Braga,Chaves,Sp Braga,02/04/2023,1.88,1.91,4.91,1.69,3.78,25.0,3,11,3,2,0,0,0,1.04,2.16,1.24,0.88,1.4,1.8,1.4,0.4,1.7142857142857142,1.6666666666666667,2.0,1.0,0.0,0.36,0.6,A
02/04/2023MaritimoBoavista,Maritimo,Boavista,02/04/2023,2.34,1.58,2.51,2.96,3.09,25.0,6,17,12,0,1,2,2,0.68,1.12,1.88,1.6,0.8,1.0,2.0,1.8,1.6923076923076923,0.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.52,0.6,H
02/04/2023Rio AveBenfica,Rio Ave,Benfica,02/04/2023,1.65,2.22,8.82,1.34,4.95,25.0,1,9,1,2,5,0,1,1.0,2.64,1.12,0.56,1.0,3.0,0.8,0.4,3.4545454545454546,1.3333333333333333,3.3333333333333335,1.0,0.3333333333333333,0.32,0.68,A
02/04/2023PortoPortimonense,Porto,Portimonense,02/04/2023,1.52,2.49,1.15,17.57,7.63,25.0,1,2,14,0,0,0,1,2.2,0.72,0.68,1.28,1.6,0.4,1.0,1.2,4.181818181818182,2.0,0.0,1.0,1.3333333333333333,0.52,0.36,H
03/04/2023FamalicaoArouca,Famalicao,Arouca,03/04/2023,2.36,1.57,1.98,4.03,3.26,25.0,1,10,6,2,1,1,1,1.0,1.16,1.28,1.28,1.4,1.0,0.8,0.6,2.6666666666666665,1.0,1.0,1.0,0.3333333333333333,0.44,0.36,A
05/04/2023Gil VicenteSp Lisbon,Gil Vicente,Sp Lisbon,05/04/2023,1.73,2.1,6.85,1.46,4.45,25.0,0,13,4,0,3,1,0,1.04,2.08,1.28,0.92,1.2,2.4,1.0,0.4,3.7142857142857144,1.0,2.3333333333333335,1.0,0.0,0.48,0.72,D
07/04/2023Santa ClaraVizela,Santa Clara,Vizela,07/04/2023,2.22,1.65,3.75,2.06,3.27,26.0,1,18,8,0,3,3,1,0.6538461538461539,1.1538461538461537,1.5769230769230769,1.0769230769230769,0.4,1.4,2.4,1.4,2.3333333333333335,0.0,1.3333333333333333,2.0,1.6666666666666667,0.5,0.4230769230769231,A
07/04/2023BenficaPorto,Benfica,Porto,07/04/2023,2.01,1.8,1.92,4.01,3.48,26.0,3,1,2,1,1,0,0,2.576923076923077,2.1538461538461537,0.5384615384615384,0.6538461538461539,2.6,1.6,0.2,1.0,2.0,3.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6538461538461539,0.5,A
07/04/2023BoavistaGuimaraes,Boavista,Guimaraes,07/04/2023,2.39,1.57,2.59,2.91,3.05,26.0,3,13,6,2,0,4,0,1.1538461538461537,0.9615384615384616,1.6923076923076923,1.1153846153846154,1.2,1.2,2.0,1.8,2.1538461538461537,1.0,0.3333333333333333,3.0,2.3333333333333335,0.6153846153846154,0.4230769230769231,H
08/04/2023AroucaMaritimo,Arouca,Maritimo,08/04/2023,2.2,1.66,2.28,3.24,3.24,26.0,1,5,16,1,4,0,2,1.1538461538461537,0.8076923076923077,1.2307692307692308,1.8846153846153846,1.2,1.4,0.2,2.0,2.8,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.34615384615384615,0.5384615384615384,H
08/04/2023Pacos FerreiraFamalicao,Pacos Ferreira,Famalicao,08/04/2023,2.27,1.62,2.48,2.98,3.13,26.0,4,17,10,0,0,0,1,0.7307692307692307,0.9615384615384616,1.6538461538461537,1.2692307692307692,0.8,0.8,1.2,0.8,2.5714285714285716,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.46153846153846156,0.4230769230769231,A
08/04/2023PortimonenseRio Ave,Portimonense,Rio Ave,08/04/2023,2.53,1.51,2.63,2.9,3.0,26.0,4,14,9,0,0,1,1,0.6923076923076923,0.9615384615384616,1.2692307692307692,1.1153846153846154,0.0,1.0,1.2,0.8,2.2222222222222223,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.34615384615384615,0.3076923076923077,D
08/04/2023Sp BragaEstoril,Sp Braga,Estoril,08/04/2023,1.61,2.29,1.31,9.28,5.37,26.0,5,3,15,2,1,1,0,2.1538461538461537,0.8461538461538461,0.8846153846153846,1.5,1.8,0.6,0.6,2.0,3.142857142857143,2.0,1.0,0.3333333333333333,1.6666666666666667,0.6153846153846154,0.3076923076923077,H
09/04/2023Casa PiaSp Lisbon,Casa Pia,Sp Lisbon,09/04/2023,1.89,1.9,7.9,1.42,4.4,26.0,7,8,4,1,0,3,0,0.8846153846153846,2.0,1.0384615384615385,0.8846153846153846,1.0,1.8,1.4,0.0,4.0,1.0,2.0,1.3333333333333333,0.0,0.38461538461538464,0.6923076923076923,A
10/04/2023Gil VicenteChaves,Gil Vicente,Chaves,10/04/2023,2.1,1.71,2.02,3.78,3.33,26.0,0,13,12,0,1,0,2,1.0,1.0384615384615385,1.2307692307692308,1.2692307692307692,1.0,1.2,0.8,1.2,4.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.46153846153846156,0.38461538461538464,D
