GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
19/09/2021St PauliIngolstadt,St Pauli,Ingolstadt,19/09/2021,1.65,2.24,4.71,1.66,6.0,9,17,0,0,1,3,1.5,0.6666666666666666,1.0,2.3333333333333335,1.2,0.8,1.2,2.2,1.75,1.0,0.6666666666666666,0.5,0.6666666666666666,1021.3249998960854,933.7917766404473,0.7123518909737625,1.0688391207951518,1.100606473951572
24/09/2021HeidenheimDarmstadt,Heidenheim,Darmstadt,24/09/2021,1.72,2.11,3.37,2.07,7.0,7,9,3,1,1,0,1.1428571428571428,2.0,0.7142857142857143,1.4285714285714286,1.2,2.8,0.8,1.0,2.75,1.6666666666666667,2.0,0.42857142857142855,0.7142857142857143,1038.5418132350667,1065.0527003341044,0.5622610357215462,0.9802367488958714,1.2577256692428254
24/09/2021RegensburgErzgebirge Aue,Regensburg,Erzgebirge Aue,24/09/2021,1.76,2.06,4.82,1.67,7.0,2,18,1,1,1,4,2.142857142857143,0.42857142857142855,0.8571428571428571,1.7142857142857142,2.0,0.6,1.2,2.4,2.375,1.0,0.3333333333333333,0.5714285714285714,0.42857142857142855,1011.6084352609886,897.6209316486287,0.7425218064233818,1.048878075861311,1.0147511617962672
25/09/2021IngolstadtFortuna Dusseldorf,Ingolstadt,Fortuna Dusseldorf,25/09/2021,1.72,2.11,1.86,3.87,7.0,17,13,1,1,4,1,0.7142857142857143,1.2857142857142858,2.5714285714285716,1.5714285714285714,0.8,1.0,2.6,1.6,2.0,1.0,1.0,0.7142857142857143,0.42857142857142855,922.2858522793978,1025.3009798749201,0.4526299069094692,1.139135599991954,1.1551519969339135
25/09/2021KarlsruheSt Pauli,Karlsruhe,St Pauli,25/09/2021,1.64,2.24,2.42,2.76,7.0,6,4,2,4,1,1,1.5714285714285714,1.8571428571428572,0.8571428571428571,1.0,1.0,2.0,1.0,1.4,2.6666666666666665,1.6666666666666667,2.0,0.7142857142857143,0.5714285714285714,1073.1906148693636,1032.830924257135,0.6536860476093788,1.006576961428413,1.106256161469237
25/09/2021PaderbornHolstein Kiel,Paderborn,Holstein Kiel,25/09/2021,1.59,2.35,3.4,2.03,7.0,3,15,4,0,1,3,2.2857142857142856,1.0,0.8571428571428571,2.2857142857142856,2.8,1.4,0.8,2.0,3.5,2.3333333333333335,1.6666666666666667,0.7142857142857143,1.0,1073.4029769017704,994.209573023036,0.7024153700586159,1.245026151291383,1.147842092167607
25/09/2021Hansa RostockSchalke 04,Hansa Rostock,Schalke 04,25/09/2021,1.75,2.07,1.92,3.85,7.0,14,11,0,1,1,2,1.1428571428571428,1.5714285714285714,1.7142857142857142,1.5714285714285714,0.8,1.4,1.8,1.6,0.0,0.6666666666666666,1.6666666666666667,0.7142857142857143,0.7142857142857143,976.5367703109813,1008.2677590819552,0.5548518855375961,1.0154683133337237,1.039092584515281
26/09/2021DresdenWerder Bremen,Dresden,Werder Bremen,26/09/2021,1.75,2.06,2.07,3.41,7.0,12,9,0,0,1,2,1.4285714285714286,1.5714285714285714,1.1428571428571428,1.2857142857142858,1.2,1.4,1.4,1.2,0.0,0.3333333333333333,2.0,0.5714285714285714,0.5714285714285714,949.3772722710158,1017.4604018068767,0.5027585703577147,0.9562273343508663,0.9924376845298309
26/09/2021HamburgNurnberg,Hamburg,Nurnberg,26/09/2021,1.67,2.19,3.62,1.97,7.0,7,5,2,1,0,0,1.7142857142857142,1.2857142857142858,1.1428571428571428,0.7142857142857143,1.6,1.4,1.2,0.6,4.5,1.3333333333333333,1.6666666666666667,0.5714285714285714,0.42857142857142855,1067.1455960834894,1066.3739793063835,0.6004628864954487,1.2227176185769204,0.963348591708686
26/09/2021HannoverSandhausen,Hannover,Sandhausen,26/09/2021,1.71,2.13,5.23,1.63,7.0,13,16,3,1,0,3,0.8571428571428571,0.7142857142857143,1.4285714285714286,1.8571428571428572,1.0,1.0,1.2,1.6,3.0,1.3333333333333333,0.6666666666666666,0.42857142857142855,0.5714285714285714,980.5094521417614,880.43061298772,0.7269201710163176,1.1032101742995564,1.0620658159918104
